 

stn;time;tre200s0
BER;201907150500;13.4
BER;201907150510;13.4
BER;201907150520;13.4
BER;201907150530;13.5
BER;201907150540;13.4
BER;201907150550;13.4
BER;201907150600;13.3
BER;201907150610;13.3
BER;201907150620;13.4
BER;201907150630;13.4
BER;201907150640;13.4
BER;201907150650;13.5
BER;201907150700;13.4
BER;201907150710;13.8
BER;201907150720;13.9
BER;201907150730;14.3
BER;201907150740;14.4
BER;201907150750;14.3
BER;201907150800;14.5
BER;201907150810;14.4
BER;201907150820;14.5
BER;201907150830;14.5
BER;201907150840;14.4
BER;201907150850;14.5
BER;201907150900;14.5
BER;201907150910;14.3
BER;201907150920;14.7
BER;201907150930;15.0
BER;201907150940;15.4
BER;201907150950;15.2
BER;201907151000;15.3
BER;201907151010;15.8
BER;201907151020;15.6
BER;201907151030;16.2
BER;201907151040;16.6
BER;201907151050;16.4
BER;201907151100;17.4
BER;201907151110;16.9
BER;201907151120;17.1
BER;201907151130;16.9
BER;201907151140;17.0
BER;201907151150;17.3
BER;201907151200;17.3
BER;201907151210;17.7
BER;201907151220;17.8
BER;201907151230;17.9
BER;201907151240;18.6
BER;201907151250;18.2
BER;201907151300;18.4
BER;201907151310;18.8
BER;201907151320;18.3
BER;201907151330;18.0
BER;201907151340;18.3
BER;201907151350;18.3
BER;201907151400;18.5
BER;201907151410;18.4
BER;201907151420;18.6
BER;201907151430;18.8
BER;201907151440;19.5
BER;201907151450;18.9
BER;201907151500;18.9
BER;201907151510;19.1
BER;201907151520;19.0
BER;201907151530;19.6
BER;201907151540;19.8
BER;201907151550;20.4
BER;201907151600;20.0
BER;201907151610;20.0
BER;201907151620;19.9
BER;201907151630;19.5
BER;201907151640;19.4
BER;201907151650;19.6
BER;201907151700;19.8
BER;201907151710;19.8
BER;201907151720;19.5
BER;201907151730;19.0
BER;201907151740;19.5
BER;201907151750;19.7
BER;201907151800;19.8
BER;201907151810;19.5
BER;201907151820;19.5
BER;201907151830;19.8
BER;201907151840;19.2
BER;201907151850;18.6
BER;201907151900;18.4
BER;201907151910;18.3
BER;201907151920;17.6
BER;201907151930;16.8
BER;201907151940;16.0
BER;201907151950;16.0
BER;201907152000;15.8
BER;201907152010;15.3
BER;201907152020;15.3
BER;201907152030;14.4
BER;201907152040;14.9
BER;201907152050;14.8
BER;201907152100;15.1
BER;201907152110;14.6
BER;201907152120;15.4
BER;201907152130;15.3
BER;201907152140;14.4
BER;201907152150;14.0
BER;201907152200;14.7
BER;201907152210;14.0
BER;201907152220;13.6
BER;201907152230;13.5
BER;201907152240;13.7
BER;201907152250;13.6
BER;201907152300;13.3
BER;201907152310;13.4
BER;201907152320;13.1
BER;201907152330;13.6
BER;201907152340;13.4
BER;201907152350;13.1
BER;201907160000;13.0
BER;201907160010;12.8
BER;201907160020;12.8
BER;201907160030;12.9
BER;201907160040;12.6
BER;201907160050;11.8
BER;201907160100;12.6
BER;201907160110;12.6
BER;201907160120;12.4
BER;201907160130;12.0
BER;201907160140;12.4
BER;201907160150;12.0
BER;201907160200;12.1
BER;201907160210;11.9
BER;201907160220;11.7
BER;201907160230;12.0
BER;201907160240;12.1
BER;201907160250;11.8
BER;201907160300;11.6
BER;201907160310;11.1
BER;201907160320;11.5
BER;201907160330;11.0
BER;201907160340;11.6
BER;201907160350;11.6
BER;201907160400;11.0
BER;201907160410;11.1
BER;201907160420;11.4
BER;201907160430;11.3
BER;201907160440;11.8
BER;201907160450;11.8
BER;201907160500;11.9
BER;201907160510;12.6
BER;201907160520;13.2
BER;201907160530;13.3
BER;201907160540;13.6
BER;201907160550;14.1
BER;201907160600;14.6
BER;201907160610;14.8
BER;201907160620;15.5
BER;201907160630;15.5
BER;201907160640;15.8
BER;201907160650;16.0
BER;201907160700;16.1
BER;201907160710;16.9
BER;201907160720;16.9
BER;201907160730;17.9
BER;201907160740;17.5
BER;201907160750;17.8
BER;201907160800;18.6
BER;201907160810;18.9
BER;201907160820;19.0
BER;201907160830;18.8
BER;201907160840;19.2
BER;201907160850;19.6
BER;201907160900;20.1
BER;201907160910;19.4
BER;201907160920;20.4
BER;201907160930;20.1
BER;201907160940;21.1
BER;201907160950;20.9
BER;201907161000;21.1
BER;201907161010;22.0
BER;201907161020;22.2
BER;201907161030;22.9
BER;201907161040;22.6
BER;201907161050;22.6
BER;201907161100;23.0
BER;201907161110;22.9
BER;201907161120;23.4
BER;201907161130;22.5
BER;201907161140;23.8
BER;201907161150;24.2
BER;201907161200;22.9
BER;201907161210;23.8
BER;201907161220;23.8
BER;201907161230;23.9
BER;201907161240;24.0
BER;201907161250;24.6
BER;201907161300;24.4
BER;201907161310;24.6
BER;201907161320;24.8
BER;201907161330;25.1
BER;201907161340;24.7
BER;201907161350;25.0
BER;201907161400;24.9
BER;201907161410;25.5
BER;201907161420;25.6
BER;201907161430;26.2
BER;201907161440;25.6
BER;201907161450;25.6
BER;201907161500;25.6
BER;201907161510;25.4
BER;201907161520;25.6
BER;201907161530;25.6
BER;201907161540;26.1
BER;201907161550;25.6
BER;201907161600;25.7
BER;201907161610;25.6
BER;201907161620;25.4
BER;201907161630;26.0
BER;201907161640;25.5
BER;201907161650;25.5
BER;201907161700;25.3
BER;201907161710;25.3
BER;201907161720;25.3
BER;201907161730;24.7
BER;201907161740;24.7
BER;201907161750;24.5
BER;201907161800;24.3
BER;201907161810;24.1
BER;201907161820;23.4
BER;201907161830;21.5
BER;201907161840;19.3
BER;201907161850;20.2
BER;201907161900;20.0
BER;201907161910;19.4
BER;201907161920;19.8
BER;201907161930;19.8
BER;201907161940;17.9
BER;201907161950;17.8
BER;201907162000;17.7
BER;201907162010;17.2
BER;201907162020;17.4
BER;201907162030;16.9
BER;201907162040;16.8
BER;201907162050;17.1
BER;201907162100;16.6
BER;201907162110;16.8
BER;201907162120;15.9
BER;201907162130;16.0
BER;201907162140;15.5
BER;201907162150;15.3
BER;201907162200;14.2
BER;201907162210;14.5
BER;201907162220;14.9
BER;201907162230;14.4
BER;201907162240;14.5
BER;201907162250;15.6
BER;201907162300;14.7
BER;201907162310;15.1
BER;201907162320;15.5
BER;201907162330;14.5
BER;201907162340;14.6
BER;201907162350;13.4
BER;201907170000;13.4
BER;201907170010;14.0
BER;201907170020;14.3
BER;201907170030;14.1
BER;201907170040;13.9
BER;201907170050;13.6
BER;201907170100;13.5
BER;201907170110;13.6
BER;201907170120;14.0
BER;201907170130;13.9
BER;201907170140;12.9
BER;201907170150;13.3
BER;201907170200;11.9
BER;201907170210;12.9
BER;201907170220;13.4
BER;201907170230;12.6
BER;201907170240;12.4
BER;201907170250;11.7
BER;201907170300;11.6
BER;201907170310;10.9
BER;201907170320;11.0
BER;201907170330;11.5
BER;201907170340;12.1
BER;201907170350;11.8
BER;201907170400;11.7
BER;201907170410;11.6
BER;201907170420;12.4
BER;201907170430;11.8
BER;201907170440;11.9
BER;201907170450;12.0
BER;201907170500;13.2
BER;201907170510;13.6
BER;201907170520;13.8
BER;201907170530;13.8
BER;201907170540;14.4
BER;201907170550;14.6
BER;201907170600;15.2
BER;201907170610;15.5
BER;201907170620;16.1
BER;201907170630;16.9
BER;201907170640;17.5
BER;201907170650;17.9
BER;201907170700;18.8
BER;201907170710;18.9
BER;201907170720;18.9
BER;201907170730;19.5
BER;201907170740;19.6
BER;201907170750;19.5
BER;201907170800;20.1
BER;201907170810;20.5
BER;201907170820;20.7
BER;201907170830;20.9
BER;201907170840;21.3
BER;201907170850;21.8
BER;201907170900;21.8
BER;201907170910;22.2
BER;201907170920;23.0
BER;201907170930;22.6
BER;201907170940;23.0
BER;201907170950;23.3
BER;201907171000;23.9
BER;201907171010;23.9
BER;201907171020;24.7
BER;201907171030;23.9
BER;201907171040;24.0
BER;201907171050;24.7
BER;201907171100;24.3
BER;201907171110;25.2
BER;201907171120;25.6
BER;201907171130;25.1
BER;201907171140;24.9
BER;201907171150;24.9
BER;201907171200;25.0
BER;201907171210;25.1
BER;201907171220;25.5
BER;201907171230;25.9
BER;201907171240;25.4
BER;201907171250;25.8
BER;201907171300;25.8
BER;201907171310;26.4
BER;201907171320;25.8
BER;201907171330;27.2
BER;201907171340;26.5
BER;201907171350;26.0
BER;201907171400;27.4
BER;201907171410;27.0
BER;201907171420;26.6
BER;201907171430;26.4
BER;201907171440;26.7
BER;201907171450;26.4
BER;201907171500;27.1
BER;201907171510;27.3
BER;201907171520;26.5
BER;201907171530;26.5
BER;201907171540;26.7
BER;201907171550;27.2
BER;201907171600;26.4
BER;201907171610;27.0
BER;201907171620;26.8
BER;201907171630;26.1
BER;201907171640;26.3
BER;201907171650;26.4
BER;201907171700;26.1
BER;201907171710;26.4
BER;201907171720;26.1
BER;201907171730;25.5
BER;201907171740;25.8
BER;201907171750;25.2
BER;201907171800;24.9
BER;201907171810;24.6
BER;201907171820;24.0
BER;201907171830;23.7
BER;201907171840;21.7
BER;201907171850;22.5
BER;201907171900;22.1
BER;201907171910;21.4
BER;201907171920;19.7
BER;201907171930;19.7
BER;201907171940;20.0
BER;201907171950;20.0
BER;201907172000;17.6
BER;201907172010;16.9
BER;201907172020;17.0
BER;201907172030;17.3
BER;201907172040;17.9
BER;201907172050;16.7
BER;201907172100;16.6
BER;201907172110;16.5
BER;201907172120;16.0
BER;201907172130;16.6
BER;201907172140;17.6
BER;201907172150;16.5
BER;201907172200;16.8
BER;201907172210;15.6
BER;201907172220;15.6
BER;201907172230;15.7
BER;201907172240;15.2
BER;201907172250;16.2
BER;201907172300;16.1
BER;201907172310;15.0
BER;201907172320;15.2
BER;201907172330;15.1
BER;201907172340;14.1
BER;201907172350;14.7
BER;201907180000;14.8
BER;201907180010;14.9
BER;201907180020;13.7
BER;201907180030;14.3
BER;201907180040;13.5
BER;201907180050;14.2
BER;201907180100;14.0
BER;201907180110;13.3
BER;201907180120;14.2
BER;201907180130;13.6
BER;201907180140;14.3
BER;201907180150;14.2
BER;201907180200;14.2
BER;201907180210;13.8
BER;201907180220;12.7
BER;201907180230;13.4
BER;201907180240;13.9
BER;201907180250;13.6
BER;201907180300;13.8
BER;201907180310;14.1
BER;201907180320;13.0
BER;201907180330;13.1
BER;201907180340;13.4
BER;201907180350;12.9
BER;201907180400;12.4
BER;201907180410;12.8
BER;201907180420;12.9
BER;201907180430;12.9
BER;201907180440;13.6
BER;201907180450;12.3
BER;201907180500;12.7
BER;201907180510;13.2
BER;201907180520;13.6
BER;201907180530;14.4
BER;201907180540;15.1
BER;201907180550;15.6
BER;201907180600;16.7
BER;201907180610;17.1
BER;201907180620;17.9
BER;201907180630;18.9
BER;201907180640;19.0
BER;201907180650;19.4
BER;201907180700;19.4
BER;201907180710;19.3
BER;201907180720;19.1
BER;201907180730;20.0
BER;201907180740;19.9
BER;201907180750;20.2
BER;201907180800;20.9
BER;201907180810;21.2
BER;201907180820;21.7
BER;201907180830;21.6
BER;201907180840;21.8
BER;201907180850;22.1
BER;201907180900;22.4
BER;201907180910;22.6
BER;201907180920;23.6
BER;201907180930;23.4
BER;201907180940;24.1
BER;201907180950;24.0
BER;201907181000;24.1
BER;201907181010;24.1
BER;201907181020;24.3
BER;201907181030;24.9
BER;201907181040;24.8
BER;201907181050;24.5
BER;201907181100;25.0
BER;201907181110;25.3
BER;201907181120;25.1
BER;201907181130;25.3
BER;201907181140;25.0
BER;201907181150;25.2
BER;201907181200;25.6
BER;201907181210;25.4
BER;201907181220;25.6
BER;201907181230;25.6
BER;201907181240;25.8
BER;201907181250;26.0
BER;201907181300;25.0
BER;201907181310;24.9
BER;201907181320;25.6
BER;201907181330;26.8
BER;201907181340;25.8
BER;201907181350;25.9
BER;201907181400;25.8
BER;201907181410;25.5
BER;201907181420;25.9
BER;201907181430;26.5
BER;201907181440;26.2
BER;201907181450;26.1
BER;201907181500;26.1
BER;201907181510;26.1
BER;201907181520;25.8
BER;201907181530;25.9
BER;201907181540;25.4
BER;201907181550;25.5
BER;201907181600;25.3
BER;201907181610;25.0
BER;201907181620;25.0
BER;201907181630;25.0
BER;201907181640;25.0
BER;201907181650;24.8
BER;201907181700;24.4
BER;201907181710;24.5
BER;201907181720;24.6
BER;201907181730;24.3
BER;201907181740;24.0
BER;201907181750;23.5
BER;201907181800;23.0
BER;201907181810;22.9
BER;201907181820;22.9
BER;201907181830;21.7
BER;201907181840;21.8
BER;201907181850;21.2
BER;201907181900;20.7
BER;201907181910;20.4
BER;201907181920;20.9
BER;201907181930;20.2
BER;201907181940;19.4
BER;201907181950;20.2
BER;201907182000;20.8
BER;201907182010;19.6
BER;201907182020;20.1
BER;201907182030;19.9
BER;201907182040;18.9
BER;201907182050;20.3
BER;201907182100;20.0
BER;201907182110;19.4
BER;201907182120;19.2
BER;201907182130;19.0
BER;201907182140;17.1
BER;201907182150;18.6
BER;201907182200;18.5
BER;201907182210;17.8
BER;201907182220;18.7
BER;201907182230;18.0
BER;201907182240;17.0
BER;201907182250;17.4
BER;201907182300;17.4
BER;201907182310;17.4
BER;201907182320;16.3
BER;201907182330;16.2
BER;201907182340;16.0
BER;201907182350;16.7
BER;201907190000;17.1
BER;201907190010;17.3
BER;201907190020;15.6
BER;201907190030;16.4
BER;201907190040;16.4
BER;201907190050;15.6
BER;201907190100;16.0
BER;201907190110;15.0
BER;201907190120;15.4
BER;201907190130;16.4
BER;201907190140;15.6
BER;201907190150;15.5
BER;201907190200;15.1
BER;201907190210;15.8
BER;201907190220;15.4
BER;201907190230;15.0
BER;201907190240;15.2
BER;201907190250;14.9
BER;201907190300;15.4
BER;201907190310;15.6
BER;201907190320;15.1
BER;201907190330;15.0
BER;201907190340;14.6
BER;201907190350;14.9
BER;201907190400;14.9
BER;201907190410;15.1
BER;201907190420;15.2
BER;201907190430;14.2
BER;201907190440;13.6
BER;201907190450;15.1
BER;201907190500;15.0
BER;201907190510;15.1
BER;201907190520;15.6
BER;201907190530;15.8
BER;201907190540;16.0
BER;201907190550;16.8
BER;201907190600;17.1
BER;201907190610;18.0
BER;201907190620;18.2
BER;201907190630;18.9
BER;201907190640;19.0
BER;201907190650;19.2
BER;201907190700;19.1
BER;201907190710;19.6
BER;201907190720;19.9
BER;201907190730;20.3
BER;201907190740;20.1
BER;201907190750;20.7
BER;201907190800;20.9
BER;201907190810;21.5
BER;201907190820;21.8
BER;201907190830;22.0
BER;201907190840;22.3
BER;201907190850;22.6
BER;201907190900;22.2
BER;201907190910;23.7
BER;201907190920;22.8
BER;201907190930;23.1
BER;201907190940;23.4
BER;201907190950;23.2
BER;201907191000;23.2
BER;201907191010;23.9
BER;201907191020;23.8
BER;201907191030;23.2
BER;201907191040;24.1
BER;201907191050;24.3
BER;201907191100;24.9
BER;201907191110;24.5
BER;201907191120;25.0
BER;201907191130;24.6
BER;201907191140;25.2
BER;201907191150;25.2
BER;201907191200;25.6
BER;201907191210;26.0
BER;201907191220;25.7
BER;201907191230;25.5
BER;201907191240;25.9
BER;201907191250;26.1
BER;201907191300;25.4
BER;201907191310;26.1
BER;201907191320;26.8
BER;201907191330;26.9
BER;201907191340;26.3
BER;201907191350;27.3
BER;201907191400;26.8
BER;201907191410;26.5
BER;201907191420;27.3
BER;201907191430;27.6
BER;201907191440;27.1
BER;201907191450;27.8
BER;201907191500;27.4
BER;201907191510;27.1
BER;201907191520;27.6
BER;201907191530;27.4
BER;201907191540;27.6
BER;201907191550;27.6
BER;201907191600;27.6
BER;201907191610;27.0
BER;201907191620;27.1
BER;201907191630;27.3
BER;201907191640;27.5
BER;201907191650;27.4
BER;201907191700;27.4
BER;201907191710;27.3
BER;201907191720;26.8
BER;201907191730;27.3
BER;201907191740;27.1
BER;201907191750;26.8
BER;201907191800;26.5
BER;201907191810;26.7
BER;201907191820;26.5
BER;201907191830;26.3
BER;201907191840;26.0
BER;201907191850;24.1
BER;201907191900;23.0
BER;201907191910;22.6
BER;201907191920;21.1
BER;201907191930;20.6
BER;201907191940;21.4
BER;201907191950;21.3
BER;201907192000;20.9
BER;201907192010;20.6
BER;201907192020;20.4
BER;201907192030;20.6
BER;201907192040;20.8
BER;201907192050;20.8
BER;201907192100;18.7
BER;201907192110;18.9
BER;201907192120;18.4
BER;201907192130;19.9
BER;201907192140;18.7
BER;201907192150;18.9
BER;201907192200;17.9
BER;201907192210;18.1
BER;201907192220;17.5
BER;201907192230;16.7
BER;201907192240;17.7
BER;201907192250;17.1
BER;201907192300;17.1
BER;201907192310;16.8
BER;201907192320;17.0
BER;201907192330;16.1
BER;201907192340;17.2
BER;201907192350;16.5
BER;201907200000;16.0
BER;201907200010;16.0
BER;201907200020;15.9
BER;201907200030;15.8
BER;201907200040;16.1
BER;201907200050;15.0
BER;201907200100;15.5
BER;201907200110;15.9
BER;201907200120;15.6
BER;201907200130;15.1
BER;201907200140;14.8
BER;201907200150;15.2
BER;201907200200;15.4
BER;201907200210;15.4
BER;201907200220;14.6
BER;201907200230;14.6
BER;201907200240;15.3
BER;201907200250;15.1
BER;201907200300;14.3
BER;201907200310;14.2
BER;201907200320;14.2
BER;201907200330;14.6
BER;201907200340;14.4
BER;201907200350;14.4
BER;201907200400;14.4
BER;201907200410;14.1
BER;201907200420;13.8
BER;201907200430;14.1
BER;201907200440;14.6
BER;201907200450;14.3
BER;201907200500;14.7
BER;201907200510;14.9
BER;201907200520;15.5
BER;201907200530;15.8
BER;201907200540;16.5
BER;201907200550;17.0
BER;201907200600;17.7
BER;201907200610;17.9
BER;201907200620;18.2
BER;201907200630;18.6
BER;201907200640;19.3
BER;201907200650;19.6
BER;201907200700;20.0
BER;201907200710;20.4
BER;201907200720;21.0
BER;201907200730;21.4
BER;201907200740;21.8
BER;201907200750;22.3
BER;201907200800;22.6
BER;201907200810;23.1
BER;201907200820;23.6
BER;201907200830;23.5
BER;201907200840;23.8
BER;201907200850;24.0
BER;201907200900;24.1
BER;201907200910;23.9
BER;201907200920;23.6
BER;201907200930;24.4
BER;201907200940;24.7
BER;201907200950;24.8
BER;201907201000;24.9
BER;201907201010;25.1
BER;201907201020;25.3
BER;201907201030;26.7
BER;201907201040;26.4
BER;201907201050;26.6
BER;201907201100;27.5
BER;201907201110;28.0
BER;201907201120;28.3
BER;201907201130;28.8
BER;201907201140;28.7
BER;201907201150;28.8
BER;201907201200;29.2
BER;201907201210;29.5
BER;201907201220;29.5
BER;201907201230;28.8
BER;201907201240;29.0
BER;201907201250;29.7
BER;201907201300;29.3
BER;201907201310;28.5
BER;201907201320;28.8
BER;201907201330;29.5
BER;201907201340;29.5
BER;201907201350;29.2
BER;201907201400;28.3
BER;201907201410;28.0
BER;201907201420;27.7
BER;201907201430;27.9
BER;201907201440;27.6
BER;201907201450;27.2
BER;201907201500;27.4
BER;201907201510;27.7
BER;201907201520;27.4
BER;201907201530;28.1
BER;201907201540;28.1
BER;201907201550;27.5
BER;201907201600;27.8
BER;201907201610;28.0
BER;201907201620;28.2
BER;201907201630;28.4
BER;201907201640;28.1
BER;201907201650;27.6
BER;201907201700;27.8
BER;201907201710;27.8
BER;201907201720;28.0
BER;201907201730;27.1
BER;201907201740;27.2
BER;201907201750;26.8
BER;201907201800;27.0
BER;201907201810;26.8
BER;201907201820;26.5
BER;201907201830;26.5
BER;201907201840;26.1
BER;201907201850;26.1
BER;201907201900;25.3
BER;201907201910;24.9
BER;201907201920;25.4
BER;201907201930;25.1
BER;201907201940;24.6
BER;201907201950;25.0
BER;201907202000;24.6
BER;201907202010;24.0
BER;201907202020;23.5
BER;201907202030;23.4
BER;201907202040;23.8
BER;201907202050;22.4
BER;201907202100;23.3
BER;201907202110;23.3
BER;201907202120;23.1
BER;201907202130;21.8
BER;201907202140;22.0
BER;201907202150;22.6
BER;201907202200;22.3
BER;201907202210;22.7
BER;201907202220;23.0
BER;201907202230;22.3
BER;201907202240;21.2
BER;201907202250;21.2
BER;201907202300;21.9
BER;201907202310;21.5
BER;201907202320;20.5
BER;201907202330;21.1
BER;201907202340;21.7
BER;201907202350;21.8
BER;201907210000;21.2
BER;201907210010;22.4
BER;201907210020;23.0
BER;201907210030;22.7
BER;201907210040;22.8
BER;201907210050;22.6
BER;201907210100;22.5
BER;201907210110;22.8
BER;201907210120;22.7
BER;201907210130;22.8
BER;201907210140;22.7
BER;201907210150;22.1
BER;201907210200;21.9
BER;201907210210;21.8
BER;201907210220;21.9
BER;201907210230;21.6
BER;201907210240;20.8
BER;201907210250;19.9
BER;201907210300;19.7
BER;201907210310;19.6
BER;201907210320;19.5
BER;201907210330;18.4
BER;201907210340;18.5
BER;201907210350;18.6
BER;201907210400;18.6
BER;201907210410;18.1
BER;201907210420;18.1
BER;201907210430;18.3
BER;201907210440;18.3
BER;201907210450;18.5
BER;201907210500;18.4
BER;201907210510;18.4
BER;201907210520;18.7
BER;201907210530;18.8
BER;201907210540;19.0
BER;201907210550;19.0
BER;201907210600;18.9
BER;201907210610;19.1
BER;201907210620;19.3
BER;201907210630;19.4
BER;201907210640;19.5
BER;201907210650;19.8
BER;201907210700;19.7
BER;201907210710;19.6
BER;201907210720;19.6
BER;201907210730;19.5
BER;201907210740;19.6
BER;201907210750;19.8
BER;201907210800;19.9
BER;201907210810;20.2
BER;201907210820;20.3
BER;201907210830;20.9
BER;201907210840;21.2
BER;201907210850;21.9
BER;201907210900;22.2
BER;201907210910;22.7
BER;201907210920;22.8
BER;201907210930;23.7
BER;201907210940;23.2
BER;201907210950;23.3
BER;201907211000;23.1
BER;201907211010;23.6
BER;201907211020;24.6
BER;201907211030;24.5
BER;201907211040;24.9
BER;201907211050;25.3
BER;201907211100;25.1
BER;201907211110;25.6
BER;201907211120;26.6
BER;201907211130;26.0
BER;201907211140;26.4
BER;201907211150;26.1
BER;201907211200;26.5
BER;201907211210;26.9
BER;201907211220;26.9
BER;201907211230;28.2
BER;201907211240;28.0
BER;201907211250;27.6
BER;201907211300;27.9
BER;201907211310;28.0
BER;201907211320;28.1
BER;201907211330;27.8
BER;201907211340;28.2
BER;201907211350;29.0
BER;201907211400;27.7
BER;201907211410;28.9
BER;201907211420;28.5
BER;201907211430;29.0
BER;201907211440;28.6
BER;201907211450;28.7
BER;201907211500;28.2
BER;201907211510;28.2
BER;201907211520;28.3
BER;201907211530;28.0
BER;201907211540;28.2
BER;201907211550;28.4
BER;201907211600;28.2
BER;201907211610;28.5
BER;201907211620;28.1
BER;201907211630;28.6
BER;201907211640;28.7
BER;201907211650;28.2
BER;201907211700;27.8
BER;201907211710;27.8
BER;201907211720;27.3
BER;201907211730;27.0
BER;201907211740;26.3
BER;201907211750;26.5
BER;201907211800;26.5
BER;201907211810;26.0
BER;201907211820;25.9
BER;201907211830;25.4
BER;201907211840;25.5
BER;201907211850;24.9
BER;201907211900;24.6
BER;201907211910;24.4
BER;201907211920;23.9
BER;201907211930;24.0
BER;201907211940;23.0
BER;201907211950;21.9
BER;201907212000;22.3
BER;201907212010;22.3
BER;201907212020;21.6
BER;201907212030;20.7
BER;201907212040;20.7
BER;201907212050;21.0
BER;201907212100;20.0
BER;201907212110;20.1
BER;201907212120;19.5
BER;201907212130;19.2
BER;201907212140;19.0
BER;201907212150;19.2
BER;201907212200;19.0
BER;201907212210;18.5
BER;201907212220;18.8
BER;201907212230;18.0
BER;201907212240;18.4
BER;201907212250;18.0
BER;201907212300;18.3
BER;201907212310;17.2
BER;201907212320;17.8
BER;201907212330;18.1
BER;201907212340;18.2
BER;201907212350;17.6
BER;201907220000;17.8
BER;201907220010;18.1
BER;201907220020;18.6
BER;201907220030;18.2
BER;201907220040;18.5
BER;201907220050;18.8
BER;201907220100;18.0
BER;201907220110;18.1
BER;201907220120;17.3
BER;201907220130;17.1
BER;201907220140;17.3
BER;201907220150;17.9
BER;201907220200;18.0
BER;201907220210;17.8
BER;201907220220;17.4
BER;201907220230;17.3
BER;201907220240;17.4
BER;201907220250;17.2
BER;201907220300;17.3
BER;201907220310;16.7
BER;201907220320;17.0
BER;201907220330;17.4
BER;201907220340;17.1
BER;201907220350;16.8
BER;201907220400;16.8
BER;201907220410;16.5
BER;201907220420;17.2
BER;201907220430;17.4
BER;201907220440;16.9
BER;201907220450;17.3
BER;201907220500;17.3
BER;201907220510;17.6
BER;201907220520;17.8
BER;201907220530;18.2
BER;201907220540;18.7
BER;201907220550;18.8
BER;201907220600;19.5
BER;201907220610;20.1
BER;201907220620;20.6
BER;201907220630;21.0
BER;201907220640;21.4
BER;201907220650;21.6
BER;201907220700;22.0
BER;201907220710;22.3
BER;201907220720;22.2
BER;201907220730;22.8
BER;201907220740;23.1
BER;201907220750;23.4
BER;201907220800;23.8
BER;201907220810;23.6
BER;201907220820;24.0
BER;201907220830;24.3
BER;201907220840;24.5
BER;201907220850;25.1
BER;201907220900;25.1
BER;201907220910;26.4
BER;201907220920;25.4
BER;201907220930;25.6
BER;201907220940;25.9
BER;201907220950;26.8
BER;201907221000;26.6
BER;201907221010;26.5
BER;201907221020;26.6
BER;201907221030;27.4
BER;201907221040;27.1
BER;201907221050;28.0
BER;201907221100;27.7
BER;201907221110;28.2
BER;201907221120;28.4
BER;201907221130;28.8
BER;201907221140;28.2
BER;201907221150;29.4
BER;201907221200;28.8
BER;201907221210;28.5
BER;201907221220;28.7
BER;201907221230;29.3
BER;201907221240;28.9
BER;201907221250;29.2
BER;201907221300;29.6
BER;201907221310;29.3
BER;201907221320;29.1
BER;201907221330;29.6
BER;201907221340;29.9
BER;201907221350;29.8
BER;201907221400;29.5
BER;201907221410;29.5
BER;201907221420;29.8
BER;201907221430;30.2
BER;201907221440;30.1
BER;201907221450;29.7
BER;201907221500;30.0
BER;201907221510;29.9
BER;201907221520;30.0
BER;201907221530;29.4
BER;201907221540;29.6
BER;201907221550;29.3
BER;201907221600;28.8
BER;201907221610;28.5
BER;201907221620;28.3
BER;201907221630;28.5
BER;201907221640;29.1
BER;201907221650;29.0
BER;201907221700;29.2
BER;201907221710;29.0
BER;201907221720;28.8
BER;201907221730;28.4
BER;201907221740;28.4
BER;201907221750;27.9
BER;201907221800;27.6
BER;201907221810;27.5
BER;201907221820;27.3
BER;201907221830;27.1
BER;201907221840;26.5
BER;201907221850;26.1
BER;201907221900;25.5
BER;201907221910;25.2
BER;201907221920;25.0
BER;201907221930;24.8
BER;201907221940;24.6
BER;201907221950;24.1
BER;201907222000;24.3
BER;201907222010;23.6
BER;201907222020;23.5
BER;201907222030;23.5
BER;201907222040;23.3
BER;201907222050;23.2
BER;201907222100;23.1
BER;201907222110;22.4
BER;201907222120;21.9
BER;201907222130;22.2
BER;201907222140;20.2
BER;201907222150;21.7
BER;201907222200;21.0
BER;201907222210;20.3
BER;201907222220;19.7
BER;201907222230;19.8
BER;201907222240;19.6
BER;201907222250;19.6
BER;201907222300;18.5
BER;201907222310;18.0
BER;201907222320;18.8
BER;201907222330;18.7
BER;201907222340;18.2
BER;201907222350;18.1
BER;201907230000;17.9
BER;201907230010;17.9
BER;201907230020;17.9
BER;201907230030;17.9
BER;201907230040;18.0
BER;201907230050;17.4
BER;201907230100;16.9
BER;201907230110;16.9
BER;201907230120;17.6
BER;201907230130;17.0
BER;201907230140;16.4
BER;201907230150;16.7
BER;201907230200;16.6
BER;201907230210;17.6
BER;201907230220;16.3
BER;201907230230;15.3
BER;201907230240;16.7
BER;201907230250;16.8
BER;201907230300;16.5
BER;201907230310;16.4
BER;201907230320;15.9
BER;201907230330;15.1
BER;201907230340;16.1
BER;201907230350;16.1
BER;201907230400;16.2
BER;201907230410;16.6
BER;201907230420;16.3
BER;201907230430;15.8
BER;201907230440;15.8
BER;201907230450;16.4
BER;201907230500;16.6
BER;201907230510;17.4
BER;201907230520;18.0
BER;201907230530;18.2
BER;201907230540;18.8
BER;201907230550;19.4
BER;201907230600;19.9
BER;201907230610;20.4
BER;201907230620;20.5
BER;201907230630;21.2
BER;201907230640;21.5
BER;201907230650;21.9
BER;201907230700;22.3
