 

stn;time;tre200s0
BER;201905181700;14.8
BER;201905181710;14.8
BER;201905181720;14.8
BER;201905181730;14.5
BER;201905181740;14.5
BER;201905181750;14.4
BER;201905181800;14.4
BER;201905181810;14.3
BER;201905181820;14.1
BER;201905181830;14.2
BER;201905181840;14.0
BER;201905181850;13.7
BER;201905181900;13.8
BER;201905181910;13.8
BER;201905181920;13.3
BER;201905181930;13.7
BER;201905181940;13.0
BER;201905181950;12.6
BER;201905182000;12.9
BER;201905182010;12.9
BER;201905182020;12.5
BER;201905182030;12.1
BER;201905182040;12.0
BER;201905182050;12.1
BER;201905182100;12.1
BER;201905182110;11.9
BER;201905182120;11.8
BER;201905182130;12.0
BER;201905182140;12.0
BER;201905182150;11.9
BER;201905182200;12.0
BER;201905182210;11.9
BER;201905182220;11.8
BER;201905182230;11.5
BER;201905182240;11.5
BER;201905182250;11.5
BER;201905182300;11.4
BER;201905182310;11.6
BER;201905182320;11.7
BER;201905182330;11.6
BER;201905182340;11.5
BER;201905182350;11.6
BER;201905190000;11.5
BER;201905190010;11.5
BER;201905190020;11.5
BER;201905190030;11.4
BER;201905190040;11.3
BER;201905190050;11.4
BER;201905190100;11.3
BER;201905190110;11.2
BER;201905190120;11.4
BER;201905190130;11.3
BER;201905190140;11.3
BER;201905190150;11.3
BER;201905190200;11.4
BER;201905190210;11.2
BER;201905190220;11.3
BER;201905190230;11.2
BER;201905190240;11.2
BER;201905190250;11.1
BER;201905190300;10.8
BER;201905190310;10.8
BER;201905190320;10.8
BER;201905190330;10.8
BER;201905190340;10.7
BER;201905190350;10.6
BER;201905190400;10.6
BER;201905190410;10.6
BER;201905190420;10.4
BER;201905190430;10.5
BER;201905190440;10.7
BER;201905190450;11.0
BER;201905190500;11.0
BER;201905190510;11.0
BER;201905190520;11.3
BER;201905190530;11.4
BER;201905190540;11.5
BER;201905190550;11.4
BER;201905190600;11.6
BER;201905190610;11.6
BER;201905190620;11.5
BER;201905190630;11.4
BER;201905190640;11.5
BER;201905190650;11.5
BER;201905190700;11.7
BER;201905190710;11.8
BER;201905190720;11.8
BER;201905190730;11.9
BER;201905190740;12.1
BER;201905190750;12.1
BER;201905190800;12.5
BER;201905190810;12.9
BER;201905190820;13.0
BER;201905190830;12.7
BER;201905190840;13.0
BER;201905190850;13.6
BER;201905190900;13.9
BER;201905190910;13.8
BER;201905190920;14.0
BER;201905190930;14.7
BER;201905190940;14.6
BER;201905190950;15.5
BER;201905191000;14.7
BER;201905191010;15.5
BER;201905191020;16.3
BER;201905191030;15.3
BER;201905191040;15.5
BER;201905191050;15.3
BER;201905191100;15.0
BER;201905191110;14.7
BER;201905191120;14.5
BER;201905191130;14.8
BER;201905191140;15.3
BER;201905191150;14.7
BER;201905191200;14.9
BER;201905191210;14.7
BER;201905191220;14.8
BER;201905191230;15.1
BER;201905191240;15.5
BER;201905191250;15.1
BER;201905191300;15.3
BER;201905191310;15.2
BER;201905191320;15.8
BER;201905191330;14.4
BER;201905191340;14.6
BER;201905191350;14.6
BER;201905191400;14.9
BER;201905191410;14.9
BER;201905191420;14.7
BER;201905191430;14.9
BER;201905191440;14.5
BER;201905191450;14.0
BER;201905191500;13.2
BER;201905191510;12.9
BER;201905191520;13.2
BER;201905191530;13.5
BER;201905191540;13.3
BER;201905191550;13.9
BER;201905191600;13.9
BER;201905191610;14.1
BER;201905191620;13.7
BER;201905191630;13.4
BER;201905191640;13.4
BER;201905191650;13.4
BER;201905191700;13.3
BER;201905191710;13.1
BER;201905191720;13.2
BER;201905191730;13.3
BER;201905191740;13.1
BER;201905191750;13.3
BER;201905191800;13.2
BER;201905191810;13.2
BER;201905191820;13.1
BER;201905191830;13.1
BER;201905191840;13.1
BER;201905191850;12.9
BER;201905191900;13.0
BER;201905191910;12.9
BER;201905191920;12.9
BER;201905191930;12.8
BER;201905191940;12.8
BER;201905191950;12.7
BER;201905192000;12.6
BER;201905192010;12.7
BER;201905192020;12.8
BER;201905192030;12.7
BER;201905192040;12.6
BER;201905192050;12.4
BER;201905192100;12.4
BER;201905192110;12.3
BER;201905192120;12.3
BER;201905192130;12.3
BER;201905192140;12.2
BER;201905192150;12.1
BER;201905192200;12.1
BER;201905192210;12.1
BER;201905192220;12.0
BER;201905192230;11.9
BER;201905192240;12.0
BER;201905192250;11.9
BER;201905192300;11.9
BER;201905192310;11.9
BER;201905192320;11.9
BER;201905192330;11.8
BER;201905192340;11.7
BER;201905192350;11.5
BER;201905200000;11.3
BER;201905200010;11.0
BER;201905200020;11.0
BER;201905200030;11.0
BER;201905200040;10.9
BER;201905200050;10.8
BER;201905200100;10.6
BER;201905200110;10.5
BER;201905200120;10.3
BER;201905200130;10.2
BER;201905200140;10.2
BER;201905200150;10.1
BER;201905200200;10.0
BER;201905200210;9.9
BER;201905200220;10.0
BER;201905200230;9.9
BER;201905200240;9.9
BER;201905200250;9.8
BER;201905200300;9.8
BER;201905200310;9.8
BER;201905200320;9.8
BER;201905200330;9.8
BER;201905200340;9.8
BER;201905200350;9.9
BER;201905200400;9.8
BER;201905200410;9.8
BER;201905200420;9.8
BER;201905200430;9.8
BER;201905200440;9.8
BER;201905200450;9.8
BER;201905200500;9.8
BER;201905200510;9.8
BER;201905200520;9.8
BER;201905200530;9.8
BER;201905200540;9.8
BER;201905200550;9.8
BER;201905200600;9.8
BER;201905200610;9.8
BER;201905200620;9.8
BER;201905200630;9.8
BER;201905200640;9.9
BER;201905200650;9.9
BER;201905200700;9.8
BER;201905200710;9.8
BER;201905200720;9.8
BER;201905200730;9.9
BER;201905200740;9.8
BER;201905200750;9.9
BER;201905200800;9.9
BER;201905200810;10.1
BER;201905200820;10.2
BER;201905200830;10.4
BER;201905200840;10.2
BER;201905200850;10.1
BER;201905200900;10.1
BER;201905200910;10.2
BER;201905200920;10.3
BER;201905200930;10.3
BER;201905200940;10.3
BER;201905200950;10.4
BER;201905201000;10.3
BER;201905201010;10.3
BER;201905201020;10.3
BER;201905201030;10.2
BER;201905201040;10.2
BER;201905201050;10.3
BER;201905201100;10.4
BER;201905201110;10.7
BER;201905201120;10.7
BER;201905201130;10.8
BER;201905201140;10.6
BER;201905201150;10.9
BER;201905201200;10.8
BER;201905201210;10.9
BER;201905201220;11.1
BER;201905201230;11.1
BER;201905201240;11.2
BER;201905201250;11.1
BER;201905201300;11.1
BER;201905201310;11.2
BER;201905201320;11.1
BER;201905201330;11.1
BER;201905201340;11.2
BER;201905201350;11.4
BER;201905201400;11.5
BER;201905201410;11.5
BER;201905201420;11.6
BER;201905201430;11.7
BER;201905201440;11.8
BER;201905201450;11.7
BER;201905201500;11.8
BER;201905201510;11.8
BER;201905201520;11.8
BER;201905201530;11.9
BER;201905201540;11.8
BER;201905201550;11.9
BER;201905201600;12.0
BER;201905201610;12.0
BER;201905201620;12.1
BER;201905201630;12.2
BER;201905201640;12.4
BER;201905201650;12.5
BER;201905201700;12.4
BER;201905201710;12.4
BER;201905201720;12.3
BER;201905201730;12.3
BER;201905201740;12.2
BER;201905201750;12.2
BER;201905201800;12.1
BER;201905201810;12.1
BER;201905201820;12.1
BER;201905201830;12.0
BER;201905201840;12.0
BER;201905201850;12.0
BER;201905201900;11.8
BER;201905201910;11.9
BER;201905201920;11.7
BER;201905201930;11.8
BER;201905201940;11.9
BER;201905201950;11.9
BER;201905202000;11.9
BER;201905202010;11.8
BER;201905202020;11.9
BER;201905202030;11.9
BER;201905202040;11.8
BER;201905202050;11.8
BER;201905202100;11.7
BER;201905202110;11.6
BER;201905202120;11.7
BER;201905202130;11.6
BER;201905202140;11.5
BER;201905202150;11.5
BER;201905202200;11.6
BER;201905202210;11.6
BER;201905202220;11.6
BER;201905202230;11.5
BER;201905202240;11.5
BER;201905202250;11.4
BER;201905202300;11.4
BER;201905202310;11.4
BER;201905202320;11.4
BER;201905202330;11.4
BER;201905202340;11.3
BER;201905202350;11.1
BER;201905210000;11.1
BER;201905210010;11.1
BER;201905210020;11.3
BER;201905210030;11.1
BER;201905210040;11.1
BER;201905210050;11.0
BER;201905210100;11.0
BER;201905210110;11.1
BER;201905210120;10.8
BER;201905210130;10.8
BER;201905210140;10.7
BER;201905210150;10.7
BER;201905210200;10.7
BER;201905210210;10.6
BER;201905210220;10.6
BER;201905210230;10.5
BER;201905210240;10.4
BER;201905210250;10.2
BER;201905210300;10.3
BER;201905210310;10.3
BER;201905210320;10.3
BER;201905210330;10.4
BER;201905210340;10.4
BER;201905210350;10.4
BER;201905210400;10.5
BER;201905210410;10.4
BER;201905210420;10.6
BER;201905210430;10.6
BER;201905210440;10.6
BER;201905210450;10.9
BER;201905210500;10.8
BER;201905210510;10.9
BER;201905210520;11.0
BER;201905210530;11.1
BER;201905210540;11.1
BER;201905210550;11.2
BER;201905210600;11.4
BER;201905210610;11.6
BER;201905210620;11.8
BER;201905210630;11.8
BER;201905210640;12.0
BER;201905210650;12.1
BER;201905210700;12.3
BER;201905210710;12.6
BER;201905210720;12.6
BER;201905210730;12.6
BER;201905210740;13.0
BER;201905210750;12.9
BER;201905210800;13.3
BER;201905210810;13.3
BER;201905210820;13.3
BER;201905210830;13.2
BER;201905210840;13.1
BER;201905210850;13.4
BER;201905210900;13.9
BER;201905210910;13.9
BER;201905210920;14.0
BER;201905210930;14.8
BER;201905210940;14.7
BER;201905210950;14.4
BER;201905211000;14.5
BER;201905211010;14.4
BER;201905211020;14.1
BER;201905211030;14.7
BER;201905211040;14.4
BER;201905211050;14.4
BER;201905211100;14.6
BER;201905211110;14.6
BER;201905211120;15.2
BER;201905211130;15.0
BER;201905211140;14.9
BER;201905211150;15.1
BER;201905211200;15.6
BER;201905211210;15.8
BER;201905211220;15.8
BER;201905211230;15.3
BER;201905211240;15.6
BER;201905211250;15.8
BER;201905211300;15.4
BER;201905211310;15.4
BER;201905211320;15.9
BER;201905211330;16.4
BER;201905211340;15.6
BER;201905211350;15.6
BER;201905211400;16.3
BER;201905211410;16.3
BER;201905211420;16.3
BER;201905211430;16.3
BER;201905211440;15.9
BER;201905211450;16.1
BER;201905211500;16.5
BER;201905211510;16.2
BER;201905211520;16.5
BER;201905211530;16.7
BER;201905211540;16.1
BER;201905211550;15.8
BER;201905211600;15.8
BER;201905211610;15.7
BER;201905211620;15.7
BER;201905211630;15.5
BER;201905211640;15.6
BER;201905211650;15.9
BER;201905211700;15.6
BER;201905211710;15.6
BER;201905211720;15.7
BER;201905211730;15.5
BER;201905211740;15.4
BER;201905211750;15.2
BER;201905211800;15.1
BER;201905211810;15.3
BER;201905211820;15.1
BER;201905211830;14.8
BER;201905211840;14.4
BER;201905211850;14.5
BER;201905211900;14.2
BER;201905211910;14.2
BER;201905211920;13.9
BER;201905211930;13.6
BER;201905211940;13.7
BER;201905211950;13.0
BER;201905212000;12.9
BER;201905212010;12.8
BER;201905212020;12.6
BER;201905212030;12.4
BER;201905212040;12.5
BER;201905212050;12.5
BER;201905212100;12.4
BER;201905212110;12.2
BER;201905212120;12.4
BER;201905212130;11.9
BER;201905212140;12.3
BER;201905212150;12.2
BER;201905212200;12.0
BER;201905212210;11.9
BER;201905212220;11.9
BER;201905212230;11.7
BER;201905212240;11.7
BER;201905212250;11.5
BER;201905212300;11.4
BER;201905212310;11.4
BER;201905212320;11.5
BER;201905212330;11.6
BER;201905212340;11.6
BER;201905212350;11.6
BER;201905220000;11.6
BER;201905220010;11.6
BER;201905220020;11.6
BER;201905220030;11.6
BER;201905220040;11.3
BER;201905220050;11.1
BER;201905220100;11.2
BER;201905220110;11.1
BER;201905220120;11.1
BER;201905220130;11.0
BER;201905220140;10.9
BER;201905220150;10.9
BER;201905220200;10.8
BER;201905220210;10.8
BER;201905220220;10.8
BER;201905220230;10.4
BER;201905220240;10.6
BER;201905220250;10.5
BER;201905220300;10.3
BER;201905220310;10.0
BER;201905220320;10.1
BER;201905220330;9.6
BER;201905220340;9.9
BER;201905220350;8.0
BER;201905220400;7.4
BER;201905220410;8.1
BER;201905220420;7.8
BER;201905220430;8.0
BER;201905220440;7.9
BER;201905220450;8.1
BER;201905220500;8.7
BER;201905220510;9.4
BER;201905220520;9.3
BER;201905220530;9.7
BER;201905220540;10.0
BER;201905220550;10.0
BER;201905220600;10.6
BER;201905220610;10.6
BER;201905220620;11.0
BER;201905220630;11.2
BER;201905220640;11.6
BER;201905220650;11.5
BER;201905220700;11.7
BER;201905220710;12.3
BER;201905220720;12.8
BER;201905220730;13.3
BER;201905220740;13.3
BER;201905220750;13.1
BER;201905220800;13.3
BER;201905220810;14.0
BER;201905220820;14.8
BER;201905220830;15.0
BER;201905220840;14.7
BER;201905220850;14.6
BER;201905220900;15.4
BER;201905220910;15.4
BER;201905220920;15.0
BER;201905220930;14.5
BER;201905220940;15.2
BER;201905220950;15.8
BER;201905221000;16.0
BER;201905221010;16.0
BER;201905221020;16.3
BER;201905221030;16.4
BER;201905221040;15.7
BER;201905221050;15.3
BER;201905221100;16.3
BER;201905221110;16.2
BER;201905221120;17.4
BER;201905221130;16.6
BER;201905221140;17.1
BER;201905221150;17.6
BER;201905221200;17.4
BER;201905221210;17.4
BER;201905221220;17.6
BER;201905221230;17.5
BER;201905221240;17.0
BER;201905221250;16.9
BER;201905221300;17.4
BER;201905221310;18.0
BER;201905221320;17.5
BER;201905221330;18.1
BER;201905221340;18.9
BER;201905221350;18.8
BER;201905221400;18.4
BER;201905221410;18.5
BER;201905221420;18.5
BER;201905221430;18.7
BER;201905221440;18.8
BER;201905221450;18.7
BER;201905221500;18.7
BER;201905221510;18.9
BER;201905221520;19.1
BER;201905221530;19.4
BER;201905221540;17.8
BER;201905221550;18.3
BER;201905221600;18.7
BER;201905221610;18.8
BER;201905221620;18.5
BER;201905221630;18.5
BER;201905221640;18.3
BER;201905221650;17.6
BER;201905221700;18.0
BER;201905221710;18.0
BER;201905221720;17.6
BER;201905221730;17.1
BER;201905221740;17.6
BER;201905221750;17.0
BER;201905221800;17.0
BER;201905221810;16.9
BER;201905221820;16.4
BER;201905221830;16.4
BER;201905221840;16.0
BER;201905221850;15.4
BER;201905221900;15.8
BER;201905221910;15.2
BER;201905221920;14.8
BER;201905221930;14.6
BER;201905221940;13.8
BER;201905221950;13.4
BER;201905222000;12.9
BER;201905222010;12.3
BER;201905222020;12.3
BER;201905222030;12.2
BER;201905222040;12.0
BER;201905222050;12.4
BER;201905222100;12.1
BER;201905222110;10.7
BER;201905222120;10.4
BER;201905222130;11.1
BER;201905222140;10.5
BER;201905222150;10.6
BER;201905222200;9.3
BER;201905222210;8.9
BER;201905222220;8.6
BER;201905222230;8.4
BER;201905222240;9.6
BER;201905222250;9.3
BER;201905222300;8.2
BER;201905222310;9.0
BER;201905222320;7.4
BER;201905222330;7.7
BER;201905222340;8.4
BER;201905222350;8.3
BER;201905230000;8.4
BER;201905230010;8.3
BER;201905230020;8.7
BER;201905230030;8.9
BER;201905230040;8.3
BER;201905230050;7.7
BER;201905230100;8.2
BER;201905230110;7.4
BER;201905230120;7.9
BER;201905230130;7.5
BER;201905230140;7.1
BER;201905230150;7.8
BER;201905230200;7.9
BER;201905230210;7.2
BER;201905230220;6.7
BER;201905230230;7.1
BER;201905230240;6.9
BER;201905230250;6.1
BER;201905230300;6.2
BER;201905230310;5.8
BER;201905230320;4.1
BER;201905230330;6.0
BER;201905230340;5.1
BER;201905230350;6.0
BER;201905230400;6.6
BER;201905230410;6.0
BER;201905230420;6.0
BER;201905230430;5.8
BER;201905230440;6.2
BER;201905230450;6.6
BER;201905230500;7.0
BER;201905230510;7.7
BER;201905230520;8.2
BER;201905230530;8.8
BER;201905230540;9.2
BER;201905230550;9.6
BER;201905230600;9.9
BER;201905230610;10.0
BER;201905230620;10.4
BER;201905230630;11.2
BER;201905230640;12.2
BER;201905230650;11.9
BER;201905230700;12.4
BER;201905230710;12.3
BER;201905230720;12.9
BER;201905230730;12.9
BER;201905230740;13.6
BER;201905230750;14.0
BER;201905230800;14.0
BER;201905230810;14.1
BER;201905230820;14.4
BER;201905230830;14.6
BER;201905230840;15.6
BER;201905230850;15.6
BER;201905230900;16.1
BER;201905230910;16.1
BER;201905230920;16.4
BER;201905230930;16.5
BER;201905230940;16.3
BER;201905230950;16.6
BER;201905231000;16.7
BER;201905231010;16.8
BER;201905231020;17.5
BER;201905231030;18.1
BER;201905231040;18.1
BER;201905231050;18.0
BER;201905231100;18.0
BER;201905231110;18.2
BER;201905231120;17.8
BER;201905231130;18.4
BER;201905231140;19.3
BER;201905231150;18.9
BER;201905231200;19.1
BER;201905231210;19.4
BER;201905231220;19.0
BER;201905231230;18.9
BER;201905231240;19.1
BER;201905231250;19.6
BER;201905231300;20.3
BER;201905231310;19.4
BER;201905231320;19.9
BER;201905231330;19.8
BER;201905231340;20.0
BER;201905231350;19.8
BER;201905231400;20.0
BER;201905231410;20.0
BER;201905231420;20.0
BER;201905231430;20.4
BER;201905231440;19.9
BER;201905231450;20.6
BER;201905231500;20.2
BER;201905231510;20.6
BER;201905231520;20.3
BER;201905231530;20.4
BER;201905231540;20.6
BER;201905231550;20.4
BER;201905231600;20.2
BER;201905231610;20.3
BER;201905231620;20.4
BER;201905231630;20.5
BER;201905231640;20.1
BER;201905231650;19.9
BER;201905231700;20.2
BER;201905231710;19.6
BER;201905231720;19.8
BER;201905231730;19.8
BER;201905231740;19.5
BER;201905231750;19.4
BER;201905231800;19.1
BER;201905231810;18.8
BER;201905231820;18.7
BER;201905231830;18.6
BER;201905231840;18.1
BER;201905231850;17.3
BER;201905231900;16.7
BER;201905231910;15.8
BER;201905231920;15.7
BER;201905231930;14.6
BER;201905231940;14.4
BER;201905231950;13.7
BER;201905232000;13.6
BER;201905232010;13.6
BER;201905232020;12.5
BER;201905232030;11.9
BER;201905232040;12.8
BER;201905232050;11.6
BER;201905232100;11.4
BER;201905232110;12.1
BER;201905232120;11.6
BER;201905232130;12.4
BER;201905232140;11.3
BER;201905232150;11.2
BER;201905232200;8.6
BER;201905232210;10.5
BER;201905232220;9.7
BER;201905232230;10.1
BER;201905232240;9.3
BER;201905232250;8.7
BER;201905232300;9.2
BER;201905232310;8.4
BER;201905232320;9.7
BER;201905232330;9.7
BER;201905232340;8.5
BER;201905232350;9.7
BER;201905240000;7.9
BER;201905240010;9.6
BER;201905240020;9.7
BER;201905240030;9.1
BER;201905240040;9.5
BER;201905240050;9.6
BER;201905240100;9.1
BER;201905240110;8.2
BER;201905240120;8.4
BER;201905240130;8.4
BER;201905240140;7.7
BER;201905240150;9.1
BER;201905240200;8.9
BER;201905240210;8.4
BER;201905240220;7.9
BER;201905240230;8.7
BER;201905240240;8.4
BER;201905240250;7.8
BER;201905240300;8.7
BER;201905240310;9.0
BER;201905240320;9.0
BER;201905240330;8.9
BER;201905240340;8.9
BER;201905240350;8.4
BER;201905240400;8.3
BER;201905240410;8.2
BER;201905240420;8.6
BER;201905240430;8.6
BER;201905240440;8.4
BER;201905240450;8.7
BER;201905240500;7.8
BER;201905240510;8.6
BER;201905240520;9.2
BER;201905240530;9.8
BER;201905240540;10.1
BER;201905240550;10.9
BER;201905240600;11.2
BER;201905240610;11.9
BER;201905240620;12.3
BER;201905240630;12.4
BER;201905240640;12.9
BER;201905240650;13.6
BER;201905240700;14.1
BER;201905240710;14.5
BER;201905240720;14.9
BER;201905240730;15.6
BER;201905240740;16.1
BER;201905240750;15.5
BER;201905240800;15.6
BER;201905240810;16.1
BER;201905240820;16.0
BER;201905240830;16.3
BER;201905240840;17.3
BER;201905240850;16.8
BER;201905240900;17.2
BER;201905240910;17.4
BER;201905240920;17.5
BER;201905240930;18.1
BER;201905240940;18.1
BER;201905240950;18.5
BER;201905241000;18.7
BER;201905241010;19.2
BER;201905241020;18.9
BER;201905241030;19.0
BER;201905241040;19.4
BER;201905241050;19.6
BER;201905241100;20.3
BER;201905241110;20.0
BER;201905241120;20.3
BER;201905241130;20.5
BER;201905241140;20.5
BER;201905241150;20.9
BER;201905241200;20.7
BER;201905241210;20.5
BER;201905241220;20.6
BER;201905241230;21.2
BER;201905241240;21.4
BER;201905241250;21.6
BER;201905241300;21.4
BER;201905241310;21.9
BER;201905241320;21.3
BER;201905241330;22.0
BER;201905241340;21.5
BER;201905241350;20.8
BER;201905241400;21.5
BER;201905241410;22.0
BER;201905241420;21.4
BER;201905241430;22.0
BER;201905241440;21.9
BER;201905241450;21.7
BER;201905241500;22.0
BER;201905241510;22.2
BER;201905241520;21.8
BER;201905241530;22.0
BER;201905241540;22.0
BER;201905241550;22.0
BER;201905241600;22.0
BER;201905241610;21.9
BER;201905241620;22.0
BER;201905241630;21.9
BER;201905241640;21.3
BER;201905241650;21.2
BER;201905241700;20.8
BER;201905241710;19.9
BER;201905241720;18.7
BER;201905241730;17.6
BER;201905241740;17.3
BER;201905241750;16.6
BER;201905241800;16.5
BER;201905241810;16.9
BER;201905241820;16.1
BER;201905241830;16.3
BER;201905241840;15.8
BER;201905241850;15.1
BER;201905241900;14.5
BER;201905241910;16.0
BER;201905241920;14.3
BER;201905241930;15.1
BER;201905241940;15.7
BER;201905241950;15.4
BER;201905242000;15.2
BER;201905242010;14.7
BER;201905242020;14.7
BER;201905242030;14.3
BER;201905242040;14.4
BER;201905242050;14.2
BER;201905242100;14.1
BER;201905242110;14.0
BER;201905242120;14.0
BER;201905242130;14.2
BER;201905242140;14.0
BER;201905242150;13.7
BER;201905242200;13.8
BER;201905242210;14.0
BER;201905242220;13.9
BER;201905242230;13.9
BER;201905242240;13.7
BER;201905242250;13.9
BER;201905242300;13.6
BER;201905242310;13.7
BER;201905242320;13.6
BER;201905242330;13.6
BER;201905242340;13.2
BER;201905242350;13.2
BER;201905250000;13.2
BER;201905250010;13.3
BER;201905250020;13.3
BER;201905250030;13.3
BER;201905250040;13.0
BER;201905250050;12.8
BER;201905250100;12.8
BER;201905250110;12.9
BER;201905250120;12.9
BER;201905250130;12.9
BER;201905250140;13.1
BER;201905250150;13.0
BER;201905250200;12.7
BER;201905250210;12.9
BER;201905250220;13.0
BER;201905250230;13.0
BER;201905250240;12.6
BER;201905250250;12.9
BER;201905250300;12.8
BER;201905250310;11.9
BER;201905250320;12.4
BER;201905250330;12.4
BER;201905250340;12.6
BER;201905250350;12.2
BER;201905250400;12.2
BER;201905250410;12.1
BER;201905250420;12.3
BER;201905250430;12.4
BER;201905250440;12.4
BER;201905250450;12.6
BER;201905250500;12.9
BER;201905250510;12.8
BER;201905250520;13.1
BER;201905250530;13.1
BER;201905250540;13.2
BER;201905250550;13.2
BER;201905250600;13.4
BER;201905250610;13.5
BER;201905250620;13.6
BER;201905250630;13.8
BER;201905250640;13.9
BER;201905250650;14.1
BER;201905250700;13.9
BER;201905250710;13.9
BER;201905250720;14.1
BER;201905250730;13.9
BER;201905250740;14.0
BER;201905250750;14.1
BER;201905250800;14.2
BER;201905250810;14.3
BER;201905250820;14.7
BER;201905250830;14.8
BER;201905250840;15.2
BER;201905250850;16.0
BER;201905250900;15.5
BER;201905250910;16.1
BER;201905250920;15.8
BER;201905250930;16.2
BER;201905250940;17.0
BER;201905250950;16.8
BER;201905251000;18.2
BER;201905251010;17.9
BER;201905251020;18.8
BER;201905251030;18.5
BER;201905251040;19.1
BER;201905251050;18.7
BER;201905251100;19.4
BER;201905251110;19.3
BER;201905251120;20.2
BER;201905251130;20.0
BER;201905251140;20.2
BER;201905251150;18.0
BER;201905251200;15.9
BER;201905251210;13.6
BER;201905251220;14.5
BER;201905251230;16.9
BER;201905251240;16.5
BER;201905251250;17.0
BER;201905251300;17.6
BER;201905251310;16.7
BER;201905251320;17.7
BER;201905251330;17.5
BER;201905251340;17.7
BER;201905251350;17.1
BER;201905251400;17.1
BER;201905251410;17.7
BER;201905251420;17.8
BER;201905251430;17.7
BER;201905251440;17.8
BER;201905251450;17.2
BER;201905251500;17.4
BER;201905251510;17.6
BER;201905251520;17.3
BER;201905251530;17.1
BER;201905251540;17.1
BER;201905251550;17.0
BER;201905251600;16.2
BER;201905251610;15.7
BER;201905251620;15.0
BER;201905251630;14.1
BER;201905251640;13.6
BER;201905251650;13.4
BER;201905251700;13.6
BER;201905251710;13.6
BER;201905251720;13.6
BER;201905251730;13.5
BER;201905251740;13.5
BER;201905251750;13.7
BER;201905251800;13.8
BER;201905251810;13.7
BER;201905251820;13.7
BER;201905251830;13.9
BER;201905251840;13.7
BER;201905251850;13.6
BER;201905251900;13.4
BER;201905251910;13.5
BER;201905251920;13.5
BER;201905251930;13.3
BER;201905251940;13.1
BER;201905251950;13.1
BER;201905252000;13.1
BER;201905252010;13.0
BER;201905252020;13.2
BER;201905252030;13.0
BER;201905252040;13.1
BER;201905252050;13.0
BER;201905252100;12.9
BER;201905252110;13.0
BER;201905252120;13.1
BER;201905252130;13.1
BER;201905252140;12.9
BER;201905252150;12.9
BER;201905252200;12.9
BER;201905252210;12.9
BER;201905252220;12.7
BER;201905252230;12.7
BER;201905252240;12.5
BER;201905252250;12.3
BER;201905252300;12.2
BER;201905252310;12.1
BER;201905252320;12.0
BER;201905252330;12.1
BER;201905252340;11.9
BER;201905252350;12.1
BER;201905260000;11.9
BER;201905260010;11.9
BER;201905260020;11.7
BER;201905260030;11.3
BER;201905260040;11.6
BER;201905260050;11.3
BER;201905260100;11.5
BER;201905260110;11.8
BER;201905260120;11.8
BER;201905260130;11.8
BER;201905260140;11.9
BER;201905260150;11.9
BER;201905260200;11.8
BER;201905260210;11.8
BER;201905260220;11.5
BER;201905260230;11.5
BER;201905260240;11.6
BER;201905260250;11.8
BER;201905260300;11.6
BER;201905260310;11.6
BER;201905260320;11.7
BER;201905260330;11.7
BER;201905260340;11.8
BER;201905260350;11.6
BER;201905260400;11.8
BER;201905260410;11.6
BER;201905260420;11.8
BER;201905260430;11.8
BER;201905260440;11.9
BER;201905260450;11.9
BER;201905260500;12.0
BER;201905260510;12.0
BER;201905260520;12.1
BER;201905260530;12.1
BER;201905260540;12.1
BER;201905260550;12.3
BER;201905260600;12.4
BER;201905260610;12.4
BER;201905260620;12.6
BER;201905260630;12.8
BER;201905260640;12.7
BER;201905260650;13.2
BER;201905260700;13.3
BER;201905260710;13.3
BER;201905260720;14.4
BER;201905260730;13.5
BER;201905260740;14.0
BER;201905260750;13.8
BER;201905260800;13.9
BER;201905260810;13.8
BER;201905260820;13.9
BER;201905260830;14.2
BER;201905260840;15.1
BER;201905260850;15.6
BER;201905260900;16.0
BER;201905260910;15.7
BER;201905260920;16.2
BER;201905260930;16.1
BER;201905260940;17.0
BER;201905260950;16.6
BER;201905261000;15.9
BER;201905261010;16.8
BER;201905261020;16.7
BER;201905261030;17.5
BER;201905261040;17.1
BER;201905261050;16.8
BER;201905261100;16.9
BER;201905261110;16.8
BER;201905261120;16.9
BER;201905261130;16.9
BER;201905261140;17.3
BER;201905261150;17.7
BER;201905261200;17.5
BER;201905261210;17.7
BER;201905261220;17.7
BER;201905261230;17.8
BER;201905261240;17.9
BER;201905261250;18.0
BER;201905261300;18.0
BER;201905261310;17.7
BER;201905261320;17.6
BER;201905261330;17.5
BER;201905261340;17.3
BER;201905261350;17.1
BER;201905261400;17.4
BER;201905261410;17.4
BER;201905261420;17.5
BER;201905261430;17.8
BER;201905261440;18.0
BER;201905261450;18.2
BER;201905261500;18.4
BER;201905261510;18.1
BER;201905261520;18.1
BER;201905261530;18.2
BER;201905261540;18.1
BER;201905261550;18.0
BER;201905261600;18.2
BER;201905261610;18.3
BER;201905261620;18.4
BER;201905261630;18.2
BER;201905261640;18.6
BER;201905261650;18.9
BER;201905261700;18.5
BER;201905261710;18.9
BER;201905261720;18.8
BER;201905261730;18.5
BER;201905261740;18.3
BER;201905261750;18.2
BER;201905261800;18.2
BER;201905261810;18.0
BER;201905261820;17.3
BER;201905261830;17.5
BER;201905261840;17.8
BER;201905261850;16.5
BER;201905261900;16.1
