"NUMMER","time_20_21","time_21_22","time_22_23","time_23_00","time_00_01","time_01_02","time_02_03","time_03_04","time_04_05","time_05_06","time_06_07","time_07_08","time_08_09","time_09_10","time_10_11","time_11_12","time_12_13","time_13_14","time_20_22","time_21_23","time_22_00","time_23_01","time_00_02","time_01_03","time_02_04","time_03_05","time_04_06","time_05_07","time_06_08","time_07_09","time_08_10","time_09_11","time_10_12","time_11_13","time_12_14","time_20_23","time_21_00","time_22_01","time_23_02","time_00_03","time_01_04","time_02_05","time_03_06","time_04_07","time_05_08","time_06_09","time_07_10","time_08_11","time_09_12","time_10_13","time_11_14","time_20_00","time_21_01","time_22_02","time_23_03","time_00_04","time_01_05","time_02_06","time_03_07","time_04_08","time_05_09","time_06_10","time_07_11","time_08_12","time_09_13","time_10_14","night_22_06"
98,28.69,26.784,25.978,25.531,NA,NA,22.818,22.397,22.024,22.431,24.365,27.144,30.482,32.311,NA,34.922,35.977,36.528,27.531,26.385,25.842,25.531,NA,22.818,22.546,22.227,22.248,23.092,26.161,28.857,30.726,32.311,34.922,35.611,36.105,26.95,26.232,25.842,25.531,22.818,22.546,22.364,22.3,22.72,24.65,27.913,29.109,30.726,34.329,35.611,35.763,26.75,26.232,25.842,24.041,22.546,22.364,22.384,22.624,23.999,26.334,28.171,29.109,32.05,35.305,35.763,23.431
99,28.207,26.425,25.821,25.394,NA,NA,22.217,21.782,21.406,21.888,23.667,25.805,28.583,30.577,NA,34.47,35.307,35.942,27.123,26.126,25.691,25.394,NA,22.217,21.937,21.611,21.672,22.496,25.049,27.23,28.849,30.577,34.47,35.016,35.455,26.637,25.995,25.691,25.394,22.217,21.937,21.751,21.71,22.116,23.768,26.482,27.475,28.849,33.585,35.016,35.169,26.461,25.995,25.691,23.65,21.937,21.751,21.792,22.017,23.182,25.159,26.722,27.475,30.621,34.604,35.169,22.973
101,27.364,26.132,24.939,24.363,NA,NA,21.499,21.042,20.476,21.378,24.421,27.82,30.27,31.5,NA,35.259,36.563,37.053,26.614,25.541,24.763,24.363,NA,21.499,21.205,20.785,20.974,22.419,26.617,29.077,30.434,31.5,35.259,36.11,36.678,25.988,25.331,24.763,24.363,21.499,21.205,20.95,20.998,21.741,24.495,28.098,29.254,30.434,34.404,36.11,36.266,25.759,25.331,24.763,22.79,21.205,20.95,21.079,21.535,23.498,26.162,28.298,29.254,31.955,35.682,36.266,22.194
29,29.168,27.561,26.535,25.691,NA,NA,23.218,22.692,22.213,22.28,24.235,26.595,29.474,31.13,NA,34.949,36.108,36.898,28.19,27.053,26.277,25.691,NA,23.218,22.88,22.474,22.25,22.948,25.76,28.072,29.695,31.13,34.949,35.705,36.291,27.572,26.809,26.277,25.691,23.218,22.88,22.647,22.404,22.692,24.35,27.266,28.296,29.695,34.081,35.705,35.902,27.306,26.809,26.277,24.333,22.88,22.647,22.536,22.692,23.82,25.83,27.493,28.296,31.352,35.28,35.902,23.669
50,25.351,23.816,22.573,21.941,NA,NA,19.638,19.307,20.008,22.535,25.253,27.798,30.107,31.546,NA,35.597,36.582,37.166,24.417,23.201,22.38,21.941,NA,19.638,19.425,19.626,21.402,23.463,26.898,28.983,30.299,31.546,35.597,36.24,36.718,23.728,22.976,22.38,21.941,19.638,19.425,19.629,20.669,22.258,25.13,28.199,29.17,30.299,34.676,36.24,36.393,23.476,22.976,22.38,20.677,19.425,19.629,20.503,21.388,23.859,26.567,28.396,29.17,31.97,35.804,36.393,21.071
12,26.609,25.158,24.329,23.652,NA,NA,21.55,20.98,20.826,21.069,22.408,23.779,25.818,26.924,NA,30.573,31.568,32.1,25.727,24.747,24.122,23.652,NA,21.55,21.183,20.91,20.96,21.527,23.293,24.825,25.966,26.924,30.573,31.222,31.691,25.205,24.551,24.122,23.652,21.55,21.183,21.058,20.967,21.282,22.392,24.317,24.979,25.966,29.744,31.222,31.367,24.985,24.551,24.122,22.497,21.183,21.058,21.061,21.193,22.004,23.382,24.47,24.979,27.419,30.823,31.367,21.988
35,23.357,22.622,21.537,20.858,NA,NA,19.248,19.179,19.649,20.79,22.869,25.469,27.498,28.781,NA,34.001,34.553,35.755,22.91,22.085,21.329,20.858,NA,19.248,19.204,19.393,20.278,21.501,24.549,26.51,27.67,28.781,34.001,34.362,34.832,22.397,21.865,21.329,20.858,19.248,19.204,19.359,19.894,20.855,23.026,25.745,26.676,27.67,32.815,34.362,34.592,22.179,21.865,21.329,19.974,19.204,19.359,19.79,20.361,22.189,24.318,25.923,26.676,29.666,33.843,34.592,20.256
28,22.932,22.639,21.752,21.427,NA,NA,17.978,17.546,18.801,21.311,24.826,27.205,29.774,31.166,NA,35.497,36.278,37.256,22.753,22.2,21.652,21.427,NA,17.978,17.7,18.117,20.186,22.511,26.363,28.523,29.959,31.166,35.497,36.007,36.505,22.379,22.061,21.652,21.427,17.978,17.7,18.085,19.263,21.217,24.315,27.747,28.716,29.959,34.513,36.007,36.213,22.244,22.061,21.652,19.533,17.7,18.085,19.055,20.134,22.947,25.891,27.947,28.716,31.706,35.557,36.213,19.841
11,25.252,24.087,22.926,22.404,NA,NA,20.158,19.737,19.45,20.188,22.798,26.48,29.97,31.314,NA,35.92,36.986,37.683,24.544,23.513,22.767,22.404,NA,20.158,19.887,19.607,19.857,21.081,25.178,28.271,30.149,31.314,35.92,36.616,37.148,23.939,23.314,22.767,22.404,20.158,19.887,19.735,19.816,20.512,23.156,27.121,28.493,30.149,34.874,36.616,36.792,23.722,23.314,22.767,21.171,19.887,19.735,19.871,20.284,22.237,25.124,27.367,28.493,31.969,36.123,36.792,20.748
77,27.236,25.839,24.624,24.269,NA,NA,21.277,20.816,20.577,21.427,24.196,27.584,30.115,31.102,NA,34.719,36.338,37.211,26.386,25.238,24.516,24.269,NA,21.277,20.98,20.707,21.046,22.374,26.385,28.883,30.247,31.102,34.719,35.777,36.541,25.728,25.065,24.516,24.269,21.277,20.98,20.839,20.966,21.747,24.377,27.898,29.045,30.247,33.897,35.777,36.013,25.522,25.065,24.516,22.626,20.98,20.839,21.016,21.472,23.434,26.034,28.086,29.045,31.657,35.343,36.013,22.076
40,27.083,25.984,25.369,24.806,NA,NA,21.793,21.633,21.558,23.084,26.24,28.165,30.608,32.03,NA,35.299,36.074,36.652,26.415,25.68,25.197,24.806,NA,21.793,21.691,21.599,22.4,24.161,27.484,29.419,30.798,32.03,35.299,35.806,36.209,26.024,25.523,25.197,24.806,21.793,21.691,21.644,22.132,23.253,25.7,28.751,29.609,30.798,34.556,35.806,35.945,25.852,25.523,25.197,23.151,21.691,21.644,22.077,22.775,24.673,27.117,28.943,29.609,32.217,35.455,35.945,23.022
3,25.51,24.819,24.576,23.49,NA,NA,20.455,20.122,20.759,23.648,26.606,28.681,30.684,31.871,NA,35.479,36.146,36.835,25.09,24.699,24.244,23.49,NA,20.455,20.241,20.412,22.353,24.658,27.947,29.709,30.842,31.871,35.479,35.915,36.306,24.898,24.483,24.244,23.49,20.455,20.241,20.422,21.573,23.298,26.204,29.057,29.867,30.842,34.659,35.915,36.067,24.699,24.483,24.244,21.823,20.241,20.422,21.393,22.361,24.853,27.498,29.222,29.867,32.304,35.539,36.067,22.256
15,21.887,21.156,20.359,19.891,NA,NA,18.813,18.748,19.048,19.64,21.507,23.939,27.991,29.379,NA,33.661,34.158,35.175,21.442,20.761,20.216,19.891,NA,18.813,18.772,18.885,19.375,20.279,23.079,26.019,28.176,29.379,33.661,33.986,34.394,21.037,20.606,20.216,19.891,18.813,18.772,18.868,19.156,19.85,21.686,25.071,26.264,28.176,32.688,33.986,34.182,20.875,20.606,20.216,19.299,18.772,18.868,19.101,19.525,21.032,23.507,25.323,26.264,29.906,33.558,34.182,19.438
74,23.674,23.143,22.161,21.64,NA,NA,19.491,18.677,19.406,22.135,25.261,27.873,29.848,31.249,NA,34.165,34.754,34.752,23.35,22.656,22.001,21.64,NA,19.491,18.966,19.009,20.912,23.203,26.949,28.886,30.035,31.249,34.165,34.549,34.753,22.905,22.474,22.001,21.64,19.491,18.966,19.12,20.131,21.879,24.998,28.124,29.059,30.035,33.502,34.549,34.582,22.726,22.474,22.001,20.46,18.966,19.12,20.027,20.935,23.611,26.399,28.308,29.059,31.337,34.242,34.582,20.625
47,24.365,23.687,22.592,22.095,NA,NA,19.871,19.09,19.585,21.912,24.949,27.541,29.354,30.797,NA,33.967,34.619,34.796,23.952,23.144,22.44,22.095,NA,19.871,19.368,19.315,20.869,22.95,26.624,28.471,29.547,30.797,33.967,34.392,34.66,23.443,22.956,22.44,22.095,19.871,19.368,19.444,20.247,21.776,24.715,27.731,28.641,29.547,33.246,34.392,34.459,23.253,22.956,22.44,20.874,19.368,19.444,20.186,20.984,23.442,26.054,27.911,28.641,30.94,34.058,34.459,20.869
54,25.507,24.449,23.411,22.718,NA,NA,20.586,20.234,19.878,20.417,21.966,23.959,26.058,27.058,NA,31.076,31.792,32.321,24.863,23.935,23.199,22.718,NA,20.586,20.36,20.072,20.175,20.947,23.254,25.036,26.192,27.058,31.076,31.543,31.914,24.321,23.717,23.199,22.718,20.586,20.36,20.191,20.196,20.574,22.105,24.391,25.184,26.192,30.163,31.543,31.671,24.094,23.717,23.199,21.547,20.36,20.191,20.259,20.474,21.552,23.247,24.548,25.184,27.732,31.126,31.671,21.149
