"p_id","time_20_21","time_21_22","time_22_23","time_23_00","time_00_01","time_01_02","time_02_03","time_03_04","time_04_05","time_05_06","time_06_07","time_07_08","time_08_09","time_09_10","time_10_11","time_11_12","time_12_13","time_13_14","time_20_22","time_21_23","time_22_00","time_23_01","time_00_02","time_01_03","time_02_04","time_03_05","time_04_06","time_05_07","time_06_08","time_07_09","time_08_10","time_09_11","time_10_12","time_11_13","time_12_14","time_20_23","time_21_00","time_22_01","time_23_02","time_00_03","time_01_04","time_02_05","time_03_06","time_04_07","time_05_08","time_06_09","time_07_10","time_08_11","time_09_12","time_10_13","time_11_14","time_20_00","time_21_01","time_22_02","time_23_03","time_00_04","time_01_05","time_02_06","time_03_07","time_04_08","time_05_09","time_06_10","time_07_11","time_08_12","time_09_13","time_10_14","night_22_06"
5825,29.172,28.527,27.731,27.3,NA,NA,25.268,24.787,24.6,NA,NA,NA,NA,NA,NA,33.971,34,34,28.779,28.133,27.599,27.3,NA,25.268,24.958,24.756,24.6,NA,NA,NA,NA,NA,33.971,33.99,34,28.387,27.984,27.599,27.3,25.268,24.958,24.919,24.756,24.6,NA,NA,NA,NA,33.971,33.99,33.992,28.234,27.984,27.599,26.184,24.958,24.919,24.919,24.756,24.6,NA,NA,NA,33.971,33.99,33.992,26.15
5826,26.6,26.6,26.6,26.6,NA,NA,24.653,24.047,23.571,23.706,24.162,24.737,25.1,25.1,NA,25.1,25.1,25.1,26.6,26.6,26.6,26.6,NA,24.653,24.263,23.83,23.645,23.862,24.534,24.923,25.1,25.1,25.1,25.1,25.1,26.6,26.6,26.6,26.6,24.653,24.263,24.021,23.786,23.76,24.199,24.764,24.936,25.1,25.1,25.1,25.1,26.6,26.6,26.6,25.531,24.263,24.021,23.926,23.845,24.043,24.459,24.783,24.936,25.1,25.1,25.1,24.735
5827,28.509,27.525,26.245,25.7,NA,NA,23.261,22.727,22.424,23.267,25.111,27.701,30.025,30.9,NA,35.555,35.823,36,27.91,26.892,26.079,25.7,NA,23.261,22.917,22.589,22.889,23.898,26.785,28.894,30.141,30.9,35.555,35.73,35.864,27.288,26.679,26.079,25.7,23.261,22.917,22.745,22.833,23.384,25.36,28.099,29.04,30.141,34.497,35.73,35.775,27.064,26.679,26.079,24.36,22.917,22.745,22.902,23.19,24.632,26.707,28.263,29.04,31.849,35.282,35.775,23.864
5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5833,29.126,28.8,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,37.038,36.7,28.928,28.8,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,37.233,36.96,28.88,28.8,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,37.233,37.145,28.869,28.8,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,37.6,37.233,37.145,28.8
5834,NA,NA,NA,NA,NA,NA,20.2,20.257,20.442,21.466,23.092,25.072,27.443,28.5,NA,34.003,34.616,35.1,NA,NA,NA,NA,NA,20.2,20.243,20.341,21.007,22.022,24.372,26.289,27.584,28.5,34.003,34.403,34.728,NA,NA,NA,NA,20.2,20.243,20.32,20.745,21.471,23.195,25.618,26.45,27.584,32.752,34.403,34.518,NA,NA,NA,20.2,20.243,20.32,20.69,21.113,22.512,24.422,25.786,26.45,29.608,33.855,34.518,20.69
5837,29.417,28.553,27.612,27.2,NA,NA,24.747,24.141,23.533,24.694,25.6,NA,32.4,32.4,NA,33.819,33.746,33.7,28.891,28.087,27.487,27.2,NA,24.747,24.357,23.865,24.173,24.872,25.6,32.4,32.4,32.4,33.819,33.772,33.736,28.413,27.929,27.487,27.2,24.747,24.357,24.069,24.162,24.343,24.872,30.36,32.4,32.4,33.497,33.772,33.76,28.242,27.929,27.487,25.853,24.357,24.069,24.257,24.278,24.343,27.256,30.68,32.4,32.998,33.644,33.76,25.235
5840,27,26.315,25.525,25.2,NA,NA,22.953,22.28,21.938,22.578,23.897,26.666,29.899,31,NA,31.5,31.801,32,26.583,25.924,25.426,25.2,NA,22.953,22.52,22.125,22.291,23.029,25.687,28.325,30.046,31,31.5,31.696,31.847,26.188,25.795,25.426,25.2,22.953,22.52,22.316,22.287,22.649,24.428,27.395,28.52,30.046,31.386,31.696,31.747,26.048,25.795,25.426,23.966,22.52,22.316,22.395,22.54,23.81,26.008,27.606,28.52,30.504,31.632,31.747,23.313
5842,NA,NA,NA,NA,NA,NA,21.9,21.9,21.9,21.9,23.474,27.302,29.1,NA,NA,34.003,34.057,34.1,NA,NA,NA,NA,NA,21.9,21.9,21.9,21.9,22.439,25.949,27.838,29.1,NA,34.003,34.038,34.067,NA,NA,NA,NA,21.9,21.9,21.9,21.9,22.251,24.31,26.629,27.838,29.1,34.003,34.038,34.048,NA,NA,NA,21.9,21.9,21.9,21.9,22.148,23.712,24.984,26.629,27.838,31.887,34.038,34.048,21.9
5844,28.489,27.31,26.124,25.6,NA,NA,22.437,21.761,21.462,22.35,24.342,26.375,28.482,29.4,NA,35.1,37.174,38.6,27.772,26.723,25.964,25.6,NA,22.437,22.002,21.625,21.952,23.031,25.656,27.456,28.604,29.4,35.1,36.456,37.505,27.156,26.522,25.964,25.6,22.437,22.002,21.813,21.885,22.484,24.316,26.802,27.598,28.604,33.805,36.456,36.809,26.936,26.522,25.964,23.863,22.002,21.813,21.975,22.271,23.608,25.519,26.954,27.598,30.653,35.8,36.809,23.182
5847,26.534,25.409,24.297,23.823,NA,NA,21.053,20.639,20.567,21.305,22.897,24.744,26.745,27.7,NA,33.713,34.338,34.7,25.849,24.858,24.152,23.823,NA,21.053,20.786,20.606,20.974,21.85,24.091,25.771,26.872,27.7,33.713,34.121,34.422,25.269,24.673,24.152,23.823,21.053,20.786,20.71,20.857,21.402,22.963,25.167,25.912,26.872,32.346,34.121,34.216,25.065,24.673,24.152,22.302,20.786,20.71,20.889,21.177,22.368,24.055,25.316,25.912,29.03,33.524,34.216,21.877
5849,29.9,29.275,28.347,27.928,NA,NA,25.642,25.18,24.9,25.136,25.72,26.538,27.414,27.8,NA,31.628,32.638,33.5,29.498,28.815,28.219,27.928,NA,25.642,25.344,25.052,25.03,25.336,26.249,26.988,27.465,27.8,31.628,32.288,32.838,29.053,28.657,28.219,27.928,25.642,25.344,25.189,25.083,25.184,25.798,26.721,27.047,27.465,30.758,32.288,32.488,28.89,28.657,28.219,26.673,25.344,25.189,25.173,25.183,25.575,26.265,26.784,27.047,28.778,31.871,32.488,26.095
5854,26.956,26.7,26.7,26.7,NA,NA,26.5,26.5,26.5,26.5,26.5,28.688,31.67,32.6,NA,NA,NA,NA,26.801,26.7,26.7,26.7,NA,26.5,26.5,26.5,26.5,26.5,27.916,30.218,31.793,32.6,NA,NA,NA,26.763,26.7,26.7,26.7,26.5,26.5,26.5,26.5,26.5,27.343,29.438,30.392,31.793,32.6,NA,NA,26.754,26.7,26.7,26.59,26.5,26.5,26.5,26.5,27.134,28.592,29.624,30.392,31.793,32.6,NA,26.561
5858,27.76,26.964,25.637,25,NA,NA,22.284,21.995,21.605,21.864,23.144,25.047,27.319,28.4,NA,35.424,36.314,37.1,27.276,26.307,25.443,25,NA,22.284,22.098,21.817,21.748,22.302,24.374,26.213,27.463,28.4,35.424,36.005,36.496,26.663,26.073,25.443,25,22.284,22.098,21.925,21.834,22.059,23.358,25.568,26.372,27.463,33.827,36.005,36.186,26.429,26.073,25.443,23.509,22.098,21.925,21.907,22.04,22.923,24.501,25.734,26.372,29.973,35.298,36.186,22.977
5859,30.566,29.762,28.631,28.2,NA,NA,25.431,25.176,24.792,25.637,26.725,28.445,30.626,31.6,NA,36,36.399,36.7,30.077,29.202,28.499,28.2,NA,25.431,25.267,25.001,25.259,26.009,27.837,29.564,30.756,31.6,36,36.261,36.469,29.536,29.023,28.499,28.2,25.431,25.267,25.101,25.23,25.585,26.946,28.968,29.713,30.756,35,36.261,36.333,29.348,29.023,28.499,26.679,25.267,25.101,25.262,25.464,26.412,28.009,29.122,29.713,32.41,35.828,36.333,26.242
5860,27.306,26.456,25.533,24.875,NA,NA,21.891,21.381,21.336,22.16,23.534,24.842,26.28,27,NA,31.505,32.03,32.3,26.789,25.999,25.332,24.875,NA,21.891,21.563,21.36,21.79,22.63,24.38,25.58,26.376,27,31.505,31.848,32.093,26.32,25.798,25.332,24.875,21.891,21.563,21.483,21.647,22.178,23.48,25.15,25.684,26.376,30.481,31.848,31.922,26.115,25.798,25.332,23.236,21.563,21.483,21.687,21.943,22.948,24.289,25.259,25.684,27.993,31.397,31.922,22.79
5864,26.998,25.98,24.836,24.3,NA,NA,21.296,20.916,20.725,21.302,23.379,26.983,30.049,31.1,NA,34.176,34.2,34.2,26.379,25.414,24.672,24.3,NA,21.296,21.052,20.829,21.043,22.013,25.709,28.556,30.189,31.1,34.176,34.192,34.2,25.802,25.215,24.672,24.3,21.296,21.052,20.937,20.999,21.564,23.924,27.469,28.742,30.189,33.477,34.192,34.193,25.59,25.215,24.672,22.65,21.052,20.937,21.047,21.373,23.131,25.693,27.681,28.742,31.446,33.904,34.193,22.145
5867,27.027,26.236,25.8,25.8,NA,NA,24.7,23.9,23.9,23.9,23.9,25.27,27.988,29.2,NA,36.013,36.1,NA,26.546,26.021,25.8,25.8,NA,24.7,24.186,23.9,23.9,23.9,24.787,26.665,28.149,29.2,36.013,36.053,36.1,26.267,25.981,25.8,25.8,24.7,24.186,24.086,23.9,23.9,24.428,26.085,26.85,28.149,34.465,36.053,36.053,26.201,25.981,25.8,25.196,24.186,24.086,24.03,23.9,24.297,25.456,26.267,26.85,30.629,35.118,36.053,24.566
5868,28.641,27.74,26.941,26.66,NA,NA,23.726,23.214,22.694,23.222,25.746,27.6,NA,NA,NA,36.5,36.449,36.4,28.092,27.345,26.855,26.66,NA,23.726,23.396,22.978,22.985,24.086,26.602,27.6,NA,NA,36.5,36.466,36.438,27.662,27.222,26.855,26.66,23.726,23.396,23.151,23.065,23.601,24.884,26.602,27.6,NA,36.5,36.466,36.455,27.521,27.222,26.855,25.049,23.396,23.151,23.172,23.487,24.243,24.884,26.602,27.6,36.5,36.466,36.455,24.287
5872,28.134,27.575,26,25.919,NA,NA,23.603,23.059,23.069,23.561,24.582,26.126,27.763,28.3,NA,31.8,32.439,33,27.794,26.796,25.975,25.919,NA,23.603,23.252,23.064,23.341,23.91,25.58,26.966,27.834,28.3,31.8,32.218,32.569,27.124,26.639,25.975,25.919,23.603,23.252,23.188,23.242,23.617,24.763,26.466,27.064,27.834,31.005,32.218,32.347,26.954,26.639,25.975,24.647,23.252,23.188,23.301,23.452,24.343,25.629,26.573,27.064,29.085,31.854,32.347,24.11
5877,NA,NA,NA,NA,NA,NA,NA,NA,25.2,25.261,26.139,28.301,29.661,29.9,NA,34.57,36.074,37.2,NA,NA,NA,NA,NA,NA,NA,25.2,25.238,25.562,27.537,28.999,29.693,29.9,34.57,35.553,36.335,NA,NA,NA,NA,NA,NA,25.2,25.238,25.457,26.616,28.399,29.065,29.693,33.508,35.553,35.824,NA,NA,NA,NA,NA,25.2,25.238,25.457,26.33,27.495,28.487,29.065,31.231,35.028,35.824,25.238
5878,28.626,27.958,27.377,27.108,NA,NA,24.824,24.366,24.128,24.1,25.097,26.582,27.924,28.6,NA,33.395,33.983,34.3,28.22,27.671,27.295,27.108,NA,24.824,24.529,24.258,24.113,24.442,26.056,27.271,28.014,28.6,33.395,33.779,34.056,27.905,27.57,27.295,27.108,24.824,24.529,24.389,24.201,24.332,25.264,26.814,27.368,28.014,32.305,33.779,33.865,27.792,27.57,27.295,25.854,24.529,24.389,24.302,24.342,24.982,26.032,26.918,27.368,29.711,33.298,33.865,25.208
5879,28.086,27.357,26.561,26.197,NA,NA,23.807,23.284,22.705,22.96,24.039,25.468,26.746,27.3,NA,31.8,NA,NA,27.643,26.963,26.45,26.197,NA,23.807,23.47,23.021,22.845,23.329,24.963,26.124,26.82,27.3,31.8,31.8,NA,27.238,26.826,26.45,26.197,23.807,23.47,23.202,22.999,23.111,24.152,25.686,26.21,26.82,27.933,31.8,31.8,27.091,26.826,26.45,24.885,23.47,23.202,23.129,23.162,23.793,24.901,25.78,26.21,26.928,27.933,31.8,24.135
5882,28.311,27.327,26.519,26.182,NA,NA,23.603,23.006,22.728,23.053,23.772,24.809,26.157,26.8,NA,32.099,33.878,35.3,27.712,26.927,26.416,26.182,NA,23.603,23.218,22.879,22.907,23.299,24.443,25.501,26.242,26.8,32.099,33.262,34.208,27.266,26.794,26.416,26.182,23.603,23.218,23.047,22.941,23.1,23.88,25.138,25.595,26.242,30.895,33.262,33.598,27.113,26.794,26.416,24.766,23.218,23.047,23.049,23.072,23.594,24.537,25.235,25.595,28.089,32.661,33.598,24.068
5884,NA,NA,NA,27.4,NA,NA,25.095,24.418,23.557,23.245,23.725,24.763,26.282,27.1,NA,33.759,36.219,38.4,NA,NA,27.4,27.4,NA,25.095,24.659,24.027,23.385,23.409,24.396,25.542,26.391,27.1,33.759,35.366,36.725,NA,27.4,27.4,27.4,25.095,24.659,24.274,23.746,23.461,23.93,25.161,25.656,26.391,32.246,35.366,35.867,27.4,27.4,27.4,25.177,24.659,24.274,23.964,23.743,23.838,24.609,25.274,25.656,28.714,34.598,35.867,23.985
5887,28.023,27.206,26.261,25.792,NA,NA,23.386,22.798,22.301,22.68,23.892,26.621,30.159,31.6,NA,32.452,32.977,33.4,27.526,26.738,26.118,25.792,NA,23.386,23.008,22.572,22.51,23.094,25.657,28.437,30.351,31.6,32.452,32.795,33.075,27.053,26.569,26.118,25.792,23.386,23.008,22.761,22.611,22.818,24.451,27.483,28.668,30.351,32.258,32.795,32.895,26.875,26.569,26.118,24.471,23.008,22.761,22.736,22.812,23.918,26.099,27.724,28.668,31.013,32.684,32.895,23.76
5888,26.716,25.403,24.033,23.5,NA,NA,20.895,20.388,21.704,24.659,26.3,NA,NA,NA,NA,NA,NA,NA,25.917,24.725,23.87,23.5,NA,20.895,20.568,20.986,23.334,24.981,26.3,NA,NA,NA,NA,NA,NA,25.213,24.506,23.87,23.5,20.895,20.568,20.965,22.304,23.687,24.981,26.3,NA,NA,NA,NA,NA,24.971,24.506,23.87,22.069,20.568,20.965,22.077,22.626,23.687,24.981,26.3,NA,NA,NA,NA,22.62
5890,25.656,24.892,24.22,24,NA,NA,21.811,21.548,21.565,22.023,22.872,23.847,25.091,25.7,NA,30.355,32.185,33.9,25.191,24.559,24.153,24,NA,21.811,21.642,21.556,21.818,22.313,23.502,24.485,25.172,25.7,30.355,31.551,32.583,24.828,24.459,24.153,24,21.811,21.642,21.615,21.723,22.052,22.903,24.146,24.574,25.172,29.297,31.551,31.938,24.711,24.459,24.153,22.798,21.642,21.615,21.738,21.904,22.571,23.535,24.237,24.574,26.806,31.007,31.938,22.469
5892,28.965,28.057,26.871,26.3,NA,NA,23.337,22.669,22.243,22.639,23.53,24.801,26.324,27,NA,33.455,34.561,35.4,28.412,27.47,26.697,26.3,NA,23.337,22.907,22.476,22.462,22.944,24.351,25.582,26.414,27,33.455,34.178,34.756,27.836,27.261,26.697,26.3,23.337,22.907,22.675,22.534,22.7,23.658,25.151,25.686,26.414,31.988,34.178,34.379,27.619,27.261,26.697,24.673,22.907,22.675,22.664,22.691,23.307,24.428,25.259,25.686,28.634,33.511,34.379,23.885
5893,26.662,25.772,24.939,24.6,NA,NA,21.925,21.577,23.464,25.31,27.149,28.55,29.827,30.5,NA,34.571,34.915,35.2,26.121,25.36,24.836,24.6,NA,21.925,21.701,22.435,24.482,25.939,28.054,29.206,29.917,30.5,34.571,34.796,34.981,25.679,25.224,24.836,24.6,21.925,21.701,22.317,23.467,25.076,26.942,28.773,29.3,29.917,33.646,34.796,34.862,25.527,25.224,24.836,23.131,21.701,22.317,23.218,24.044,26.08,27.775,28.874,29.3,31.384,34.396,34.862,23.708
5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,23.8,NA,NA,NA,34.436,34.737,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,NA,NA,34.436,34.633,34.821,NA,NA,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,23.8,NA,34.436,34.633,34.71,NA,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,23.8,23.8,34.436,34.633,34.71,NA
5896,27.999,27.267,26.383,26,NA,NA,24.068,23.714,23.524,23.744,24.582,25.996,27.536,28.2,NA,33.323,34.085,34.7,27.553,26.829,26.266,26,NA,24.068,23.84,23.627,23.645,24.031,25.496,26.787,27.625,28.2,33.323,33.821,34.228,27.116,26.681,26.266,26,24.068,23.84,23.729,23.669,23.854,24.787,26.324,26.89,27.625,32.159,33.821,33.966,26.958,26.681,26.266,24.939,23.84,23.729,23.734,23.813,24.474,25.581,26.434,26.89,29.422,33.299,33.966,24.501
5899,28.941,27.884,26.721,26.202,NA,NA,23.446,22.857,22.459,22.906,24.034,25.557,27.297,28.1,NA,35.24,36.063,36.7,28.297,27.308,26.562,26.202,NA,23.446,23.067,22.676,22.706,23.292,25.019,26.45,27.404,28.1,35.24,35.778,36.211,27.708,27.11,26.562,26.202,23.446,23.067,22.855,22.759,23.002,24.163,25.943,26.571,27.404,33.617,35.778,35.93,27.495,27.11,26.562,24.689,23.067,22.855,22.87,22.959,23.741,25.068,26.069,26.571,29.875,35.064,35.93,23.988
5900,26.76,25.937,24.954,24.525,NA,NA,22.153,21.623,21.538,22.272,23.849,26.125,28.302,29.1,NA,32.114,31.993,31.9,26.259,25.45,24.823,24.525,NA,22.153,21.812,21.585,21.943,22.811,25.32,27.242,28.408,29.1,32.114,32.035,31.971,25.771,25.285,24.823,24.525,22.153,21.812,21.716,21.831,22.367,24.085,26.53,27.378,28.408,31.429,32.035,32.013,25.595,25.285,24.823,23.222,21.812,21.716,21.883,22.148,23.454,25.303,26.68,27.378,29.577,31.762,32.013,22.773
5901,26.654,25.764,24.782,24.39,NA,NA,21.895,21.22,21.036,22.548,25.405,28.663,31.086,31.8,NA,34.489,34.553,34.6,26.113,25.278,24.663,24.39,NA,21.895,21.461,21.136,21.87,23.525,27.511,29.906,31.181,31.8,34.489,34.531,34.564,25.615,25.119,24.663,24.39,21.895,21.461,21.312,21.643,22.657,25.5,28.961,30.044,31.181,33.878,34.531,34.542,25.442,25.119,24.663,23.02,21.461,21.312,21.684,22.233,24.393,27.113,29.127,30.044,32.224,34.277,34.542,22.586
5902,29.148,27.809,26.432,25.815,NA,NA,22.336,21.59,20.935,21.038,22.039,23.969,26.239,27.2,NA,35.084,36.154,36.9,28.333,27.127,26.243,25.815,NA,22.336,21.856,21.292,20.991,21.381,23.287,25.134,26.367,27.2,35.084,35.783,36.327,27.622,26.892,26.243,25.815,22.336,21.856,21.534,21.201,21.225,22.376,24.484,25.285,26.367,33.293,35.783,35.967,27.367,26.892,26.243,23.905,21.856,21.534,21.384,21.333,22.019,23.492,24.643,25.285,29.116,34.986,35.967,22.855
5906,26.194,25.138,24.061,23.6,NA,NA,21.076,20.57,20.471,21.235,23.007,25.312,27.55,28.5,NA,32.957,33.752,34.2,25.551,24.605,23.921,23.6,NA,21.076,20.751,20.525,20.892,21.841,24.497,26.46,27.676,28.5,32.957,33.477,33.856,24.995,24.425,23.921,23.6,21.076,20.751,20.653,20.78,21.363,23.176,25.735,26.609,27.676,31.944,33.477,33.596,24.798,24.425,23.921,22.214,20.751,20.653,20.828,21.129,22.505,24.439,25.897,26.609,29.341,33.014,33.596,21.764
5909,27.871,26.658,25.263,24.6,NA,NA,21.702,21.197,21,22.771,25.841,27.6,NA,NA,NA,37.5,37.746,37.9,27.133,25.968,25.061,24.6,NA,21.702,21.377,21.107,21.977,23.821,26.664,27.6,NA,NA,37.5,37.661,37.782,26.434,25.723,25.061,24.6,21.702,21.377,21.245,21.704,22.837,24.697,26.664,27.6,NA,37.5,37.661,37.7,26.175,25.723,25.061,23.009,21.377,21.245,21.704,22.353,23.619,24.697,26.664,27.6,37.5,37.661,37.7,22.72
5910,25.611,24.879,24.55,24.55,NA,NA,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,NA,24.55,24.55,24.55,25.166,24.716,24.55,24.55,NA,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.936,24.686,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.881,24.686,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55
5914,30.414,28.817,27.557,27.3,NA,NA,24.111,23.355,22.737,23.645,26.008,28.572,31.518,32.6,NA,NA,NA,NA,29.442,28.193,27.478,27.3,NA,24.111,23.624,23.074,23.238,24.453,27.665,30.084,31.662,32.6,NA,NA,NA,28.738,28.034,27.478,27.3,24.111,23.624,23.314,23.279,23.854,26.036,29.227,30.267,31.662,32.6,NA,NA,28.535,28.034,27.478,25.549,23.624,23.314,23.413,23.707,25.218,27.619,29.425,30.267,31.662,32.6,NA,24.644
5915,28.176,26.746,26.3,26.3,NA,NA,26.354,26.6,26.6,26.6,26.6,26.6,27.368,28,NA,31.954,32.483,32.9,27.306,26.526,26.3,26.3,NA,26.354,26.512,26.6,26.6,26.6,26.6,26.994,27.452,28,31.954,32.299,32.58,26.931,26.485,26.3,26.3,26.354,26.512,26.543,26.6,26.6,26.6,26.911,27.067,27.452,31.055,32.299,32.398,26.842,26.485,26.3,26.329,26.512,26.543,26.56,26.6,26.6,26.822,26.975,27.067,28.872,31.9,32.398,26.481
5917,29.003,28.129,27.144,26.7,NA,NA,23.799,23.295,23.175,23.26,23.562,24.078,24.3,NA,NA,NA,33,33,28.471,27.641,27.008,26.7,NA,23.799,23.475,23.241,23.222,23.363,23.896,24.147,24.3,NA,NA,33,33,27.975,27.473,27.008,26.7,23.799,23.475,23.37,23.248,23.298,23.638,23.987,24.147,24.3,NA,33,33,27.795,27.473,27.008,25.107,23.475,23.37,23.337,23.297,23.523,23.736,23.987,24.147,24.3,33,33,24.448
5920,27.752,26.712,25.473,24.9,NA,NA,22.279,21.74,21.35,21.899,23.087,24.543,25.806,26.3,NA,30.637,31.308,31.8,27.119,26.099,25.298,24.9,NA,22.279,21.932,21.563,21.653,22.306,24.028,25.191,25.871,26.3,30.637,31.076,31.422,26.504,25.884,25.298,24.9,22.279,21.932,21.728,21.683,21.972,23.166,24.749,25.272,25.871,29.652,31.076,31.195,26.278,25.884,25.298,23.461,21.932,21.728,21.78,21.904,22.716,23.928,24.84,25.272,27.374,30.632,31.195,22.845
5922,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,22.931,26.09,29.497,30.8,NA,37.7,38.038,38.3,NA,NA,NA,NA,NA,NA,NA,NA,21.2,22.008,24.973,27.838,29.67,30.8,37.7,37.921,38.099,NA,NA,NA,NA,NA,NA,NA,21.2,22.008,23.885,26.807,28.054,29.67,36.132,37.921,37.984,NA,NA,NA,NA,NA,NA,21.2,22.008,23.885,25.719,27.041,28.054,32.202,37.26,37.984,21.2
5925,28.074,26.968,25.907,25.438,NA,NA,22.847,21.815,21.3,22.083,23.649,26.136,28.836,29.9,NA,36.572,37.367,38,27.401,26.443,25.764,25.438,NA,22.847,22.182,21.581,21.732,22.619,25.257,27.522,28.978,29.9,36.572,37.091,37.514,26.843,26.263,25.764,25.438,22.847,22.182,21.874,21.761,22.159,23.971,26.709,27.695,28.978,35.055,37.091,37.241,26.645,26.263,25.764,24.015,22.182,21.874,21.937,22.058,23.309,25.376,26.895,27.695,31.373,36.423,37.241,23.095
5926,27.514,26.478,25.61,25.185,NA,NA,22.069,21.248,20.9,21.589,22.992,24.657,26.3,27,NA,32.042,32.846,33.5,26.884,26.048,25.48,25.185,NA,22.069,21.54,21.09,21.28,22.069,24.068,25.5,26.393,27,32.042,32.567,32.998,26.408,25.894,25.48,25.185,22.069,21.54,21.316,21.269,21.661,23.064,24.973,25.61,26.393,30.896,32.567,32.721,26.235,25.894,25.48,23.474,21.54,21.316,21.398,21.539,22.527,23.998,25.092,25.61,28.175,32.05,32.721,22.634
5929,25.967,24.722,24.1,NA,NA,NA,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,NA,20.9,20.9,20.9,25.209,24.475,24.1,NA,NA,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,24.891,24.475,24.1,NA,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,24.891,24.475,24.1,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,21.443
5931,26.544,25.521,24.387,23.9,NA,NA,21.611,21.161,20.839,21.193,22.464,24.262,26.377,27.4,NA,32.4,32.956,33.4,25.921,24.96,24.239,23.9,NA,21.611,21.321,21.014,21.034,21.628,23.626,25.347,26.513,27.4,32.4,32.763,33.059,25.348,24.77,24.239,23.9,21.611,21.321,21.152,21.079,21.353,22.641,24.742,25.497,26.513,31.264,32.763,32.868,25.144,24.77,24.239,22.643,21.321,21.152,21.165,21.296,22.194,23.72,24.898,25.497,28.37,32.265,32.868,22.095
5932,28.862,27.956,27.106,26.8,NA,NA,24.727,24.325,24.213,24.5,24.867,25.978,27.491,28.1,NA,34.666,35.71,36.5,28.311,27.535,27.013,26.8,NA,24.727,24.468,24.274,24.371,24.626,25.586,26.755,27.572,28.1,34.666,35.349,35.893,27.861,27.404,27.013,26.8,24.727,24.468,24.379,24.355,24.482,25.146,26.358,26.853,27.572,33.174,35.349,35.538,27.711,27.404,27.013,25.662,24.468,24.379,24.415,24.436,24.915,25.823,26.46,26.853,29.809,34.675,35.538,25.202
5935,26.516,25.273,23.99,23.5,NA,NA,20.853,20.37,20.238,21.195,22.854,25.116,26.967,27.6,NA,32.4,33.226,33.8,25.76,24.638,23.841,23.5,NA,20.853,20.542,20.31,20.766,21.763,24.316,26.066,27.051,27.6,32.4,32.94,33.359,25.099,24.435,23.841,23.5,20.853,20.542,20.435,20.627,21.231,23.052,25.391,26.178,27.051,31.309,32.94,33.081,24.873,24.435,23.841,22.046,20.542,20.435,20.664,20.977,22.354,24.182,25.52,26.178,28.738,32.444,33.081,21.626
5936,26.187,25.23,23.978,23.4,NA,NA,20.653,20.252,23.212,25.1,NA,NA,NA,NA,NA,35.2,35.378,35.5,25.604,24.61,23.802,23.4,NA,20.653,20.395,21.598,23.939,25.1,NA,NA,NA,NA,35.2,35.316,35.406,24.997,24.394,23.802,23.4,20.653,20.395,21.38,22.374,23.939,25.1,NA,NA,NA,35.2,35.316,35.347,24.771,24.394,23.802,21.891,20.395,21.38,22.048,22.374,23.939,25.1,NA,NA,35.2,35.316,35.347,22.64
