"p_id","time_20_21","time_21_22","time_22_23","time_23_00","time_00_01","time_01_02","time_02_03","time_03_04","time_04_05","time_05_06","time_06_07","time_07_08","time_08_09","time_09_10","time_10_11","time_11_12","time_12_13","time_13_14","time_20_22","time_21_23","time_22_00","time_23_01","time_00_02","time_01_03","time_02_04","time_03_05","time_04_06","time_05_07","time_06_08","time_07_09","time_08_10","time_09_11","time_10_12","time_11_13","time_12_14","time_20_23","time_21_00","time_22_01","time_23_02","time_00_03","time_01_04","time_02_05","time_03_06","time_04_07","time_05_08","time_06_09","time_07_10","time_08_11","time_09_12","time_10_13","time_11_14","time_20_00","time_21_01","time_22_02","time_23_03","time_00_04","time_01_05","time_02_06","time_03_07","time_04_08","time_05_09","time_06_10","time_07_11","time_08_12","time_09_13","time_10_14","night_22_06"
5361,24.997,24.9,24.9,24.9,NA,NA,22.9,22.9,22.9,22.9,23.11,23.613,24.396,24.8,NA,NA,NA,NA,24.938,24.9,24.9,24.9,NA,22.9,22.9,22.9,22.9,22.972,23.435,24.015,24.45,24.8,NA,NA,NA,24.924,24.9,24.9,24.9,22.9,22.9,22.9,22.9,22.947,23.218,23.825,24.072,24.45,24.8,NA,NA,24.92,24.9,24.9,23.802,22.9,22.9,22.9,22.933,23.139,23.558,23.882,24.072,24.45,24.8,NA,23.505
5362,29.3,28.692,27.435,26.8,NA,NA,23.268,22.854,22.662,23,23.871,25.041,26.419,26.9,NA,30.4,31.068,31.5,28.906,28.069,27.241,26.8,NA,23.268,23.001,22.767,22.849,23.298,24.628,25.748,26.483,26.9,30.4,30.836,31.168,28.335,27.842,27.241,26.8,23.268,23.001,22.883,22.85,23.076,23.968,25.354,25.832,26.483,29.605,30.836,30.946,28.111,27.842,27.241,24.861,23.001,22.883,22.918,23.011,23.644,24.676,25.444,25.832,27.718,30.471,30.946,24.227
5365,27.201,25.982,24.287,23.4,NA,NA,21.026,20.9,21.03,21.719,22.882,24.632,26.787,27.7,NA,33.699,34.764,35.6,26.459,25.143,24.017,23.4,NA,21.026,20.945,20.959,21.41,22.116,24.013,25.738,26.909,27.7,33.699,34.395,34.958,25.648,24.831,24.017,23.4,21.026,20.945,20.975,21.232,21.738,23.084,25.138,25.881,26.909,32.336,34.395,34.594,25.33,24.831,24.017,22.097,20.945,20.975,21.199,21.491,22.574,24.153,25.288,25.881,29.05,33.773,34.594,22.052
5417,NA,NA,NA,NA,NA,NA,24.4,24.4,24.4,24.4,25.179,26.587,28.244,28.9,NA,35.1,36.522,37.5,NA,NA,NA,NA,NA,24.4,24.4,24.4,24.4,24.667,26.089,27.437,28.331,28.9,35.1,36.03,36.749,NA,NA,NA,NA,24.4,24.4,24.4,24.4,24.574,25.405,26.963,27.544,28.331,33.691,36.03,36.272,NA,NA,NA,24.4,24.4,24.4,24.4,24.523,25.156,26.225,27.076,27.544,30.466,35.367,36.272,24.4
5421,27.308,26.363,25.265,24.8,NA,NA,22.053,21.602,21.53,22.477,25.613,27.8,NA,NA,NA,32.9,33.323,33.6,26.733,25.819,25.123,24.8,NA,22.053,21.762,21.569,22.053,23.551,26.525,27.8,NA,NA,32.9,33.176,33.387,26.184,25.637,25.123,24.8,22.053,21.762,21.681,21.895,22.846,24.388,26.525,27.8,NA,32.9,33.176,33.246,25.989,25.637,25.123,23.291,21.762,21.681,21.921,22.479,23.528,24.388,26.525,27.8,32.9,33.176,33.246,22.89
5422,27.007,26.128,25.027,24.5,NA,NA,22.547,22.75,24.156,25.1,25.753,26.997,28.316,28.7,NA,32.2,32.911,33.5,26.472,25.583,24.866,24.5,NA,22.547,22.678,23.389,24.677,25.324,26.557,27.673,28.367,28.7,32.2,32.665,33.048,25.932,25.389,24.866,24.5,22.547,22.678,23.194,24.003,24.916,25.967,27.27,27.748,28.367,31.405,32.665,32.802,25.73,25.389,24.866,23.428,22.678,23.194,23.768,24.277,25.518,26.645,27.354,27.748,29.576,32.296,32.802,24.1
5426,27.754,26.656,25.379,24.849,NA,NA,21.995,21.43,21.266,22.696,24.477,25.9,27.693,28.5,NA,32.837,33.428,33.9,27.086,26.024,25.217,24.849,NA,21.995,21.631,21.356,22.055,23.304,25.397,26.82,27.801,28.5,32.837,33.223,33.538,26.448,25.814,25.217,24.849,21.995,21.631,21.504,21.837,22.593,24.302,26.328,26.943,27.801,31.852,33.223,33.335,26.222,25.814,25.217,23.282,21.631,21.504,21.862,22.25,23.549,25.281,26.456,26.943,29.389,32.784,33.335,22.878
5430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,25.02,28.774,30.3,NA,36.158,37.111,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,24.55,26.946,28.977,30.3,36.158,36.781,37.294,NA,NA,NA,NA,NA,NA,NA,NA,22.9,24.55,26.454,27.191,28.977,34.826,36.781,36.965,NA,NA,NA,NA,NA,NA,NA,22.9,24.55,26.454,26.703,27.191,31.241,36.179,36.965,NA
5433,26.715,26.4,26.4,26.4,NA,NA,23.8,23.8,23.8,23.8,23.8,25.162,27.664,28.7,NA,33.629,34.115,34.5,26.524,26.4,26.4,26.4,NA,23.8,23.8,23.8,23.8,23.8,24.682,26.446,27.801,28.7,33.629,33.947,34.204,26.478,26.4,26.4,26.4,23.8,23.8,23.8,23.8,23.8,24.325,25.891,26.61,27.801,32.509,33.947,34.038,26.467,26.4,26.4,24.972,23.8,23.8,23.8,23.8,24.195,25.289,26.056,26.61,29.639,33.459,34.038,24.587
5434,28.399,27.622,26.536,26,NA,NA,24.084,23.496,23.432,23.872,24.415,25.284,26.308,26.7,NA,30.648,31.415,32,27.926,27.085,26.372,26,NA,24.084,23.705,23.467,23.674,24.057,24.977,25.809,26.36,26.7,30.648,31.149,31.551,27.407,26.891,26.372,26,24.084,23.705,23.61,23.612,23.839,24.529,25.517,25.874,26.36,29.75,31.149,31.289,27.208,26.891,26.372,24.948,23.705,23.61,23.688,23.738,24.257,25.043,25.586,25.874,27.712,30.736,31.289,24.501
5441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5448,25.731,24.836,23.826,23.408,NA,NA,21.492,21.007,20.937,21.42,22.639,24.475,27.003,28.3,NA,35.609,36.395,37,25.186,24.336,23.698,23.408,NA,21.492,21.18,20.975,21.204,21.837,23.826,25.772,27.176,28.3,35.609,36.122,36.535,24.678,24.17,23.698,23.408,21.492,21.18,21.095,21.135,21.523,22.852,25.115,25.957,27.176,33.948,36.122,36.267,24.499,24.17,23.698,22.356,21.18,21.095,21.193,21.371,22.377,24.051,25.301,25.957,29.835,35.396,36.267,21.951
5454,26.151,25.078,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,25.9,NA,35.926,37.222,37.9,25.498,24.902,24.5,NA,NA,NA,NA,NA,NA,NA,NA,25.9,25.9,25.9,35.926,36.772,37.379,25.288,24.902,24.5,NA,NA,NA,NA,NA,NA,NA,25.9,25.9,25.9,33.648,36.772,36.958,25.288,24.902,24.5,NA,NA,NA,NA,NA,NA,25.9,25.9,25.9,30.291,35.762,36.958,24.5
5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5479,29.6,28.702,27.442,27,NA,NA,24.337,23.844,23.765,23.958,24.362,24.995,26.034,26.6,NA,30.655,32.455,34.1,29.02,28.078,27.307,27,NA,24.337,24.02,23.808,23.871,24.096,24.772,25.528,26.109,26.6,30.655,31.831,32.836,28.408,27.886,27.307,27,24.337,24.02,23.931,23.862,23.981,24.442,25.284,25.606,26.109,29.733,31.831,32.205,28.203,27.886,27.307,25.538,24.02,23.931,23.939,23.94,24.274,24.902,25.361,25.606,27.543,31.345,32.205,24.959
5481,29.5,29.5,29.5,29.5,NA,NA,23.6,23.6,23.6,23.6,23.967,24.837,26.034,26.6,NA,29.968,30.558,31,29.5,29.5,29.5,29.5,NA,23.6,23.6,23.6,23.6,23.726,24.529,25.451,26.109,26.6,29.968,30.354,30.661,29.5,29.5,29.5,29.5,23.6,23.6,23.6,23.6,23.682,24.153,25.14,25.535,26.109,29.202,30.354,30.46,29.5,29.5,29.5,26.26,23.6,23.6,23.6,23.658,24.016,24.696,25.225,25.535,27.326,30.005,30.46,25.386
5506,26.841,25.42,23.99,23.5,NA,NA,24.716,25.6,25.6,25.6,25.6,NA,NA,NA,NA,NA,NA,NA,25.976,24.712,23.84,23.5,NA,24.716,25.284,25.6,25.6,25.6,25.6,NA,NA,NA,NA,NA,NA,25.234,24.495,23.84,23.5,24.716,25.284,25.395,25.6,25.6,25.6,25.6,NA,NA,NA,NA,NA,24.989,24.495,23.84,24.168,25.284,25.395,25.456,25.6,25.6,25.6,25.6,NA,NA,NA,NA,24.967
5509,25.48,25.1,NA,NA,NA,NA,20.279,19.9,NA,21.4,23.236,27.082,30.555,31.8,NA,NA,NA,NA,25.322,25.1,NA,NA,NA,20.279,20.108,19.9,21.4,22.234,25.722,28.864,30.72,31.8,NA,NA,NA,25.322,25.1,NA,NA,20.279,20.108,20.108,20.777,22.234,24.43,27.682,29.078,30.72,31.8,NA,NA,25.322,25.1,NA,20.279,20.108,20.108,20.612,21.579,24.43,26.412,27.923,29.078,30.72,31.8,NA,20.612
5511,29.777,28.382,27.258,27.017,NA,NA,24.095,22.903,21.71,22.039,23.187,26.616,30.575,31.85,NA,37.318,37.4,NA,28.929,27.826,27.185,27.017,NA,24.095,23.327,22.361,21.892,22.432,25.405,28.648,30.745,31.85,37.318,37.355,37.4,28.305,27.681,27.185,27.017,24.095,23.327,22.762,22.245,22.18,24.042,27.502,28.881,30.745,36.075,37.355,37.355,28.123,27.681,27.185,25.412,23.327,22.762,22.544,22.393,23.464,25.929,27.756,28.881,32.818,36.595,37.355,23.949
5512,27.328,25.738,24.7,24.7,NA,NA,21.2,21.2,21.2,21.2,22.984,26.176,29.176,30.4,NA,35.8,NA,NA,26.36,25.225,24.7,24.7,NA,21.2,21.2,21.2,21.2,21.811,25.047,27.715,29.339,30.4,35.8,35.8,NA,25.741,25.131,24.7,24.7,21.2,21.2,21.2,21.2,21.598,23.49,26.721,27.911,29.339,31.086,35.8,35.8,25.594,25.131,24.7,22.778,21.2,21.2,21.2,21.481,22.922,25.132,26.937,27.911,29.464,31.086,35.8,22.26
5531,26.736,25.716,24.405,23.9,NA,NA,20.737,20.178,20.472,20.978,22.092,24.778,26.951,27.5,NA,32.16,32.708,33.1,26.115,25.067,24.251,23.9,NA,20.737,20.377,20.312,20.751,21.36,23.829,25.893,27.024,27.5,32.16,32.518,32.799,25.476,24.858,24.251,23.9,20.737,20.377,20.411,20.551,21.05,22.675,25.095,26.01,27.024,31.101,32.518,32.614,25.253,24.858,24.251,22.163,20.377,20.411,20.581,20.793,22.128,23.91,25.236,26.01,28.644,32.052,32.614,21.692
5533,NA,NA,22.8,22.706,NA,NA,20.253,19.833,20.155,23.057,26,NA,NA,NA,NA,31.4,31.342,31.3,NA,22.8,22.758,22.706,NA,20.253,19.983,19.979,21.756,23.635,26,NA,NA,NA,31.4,31.362,31.332,22.8,22.758,22.758,22.706,20.253,19.983,20.043,21.084,22.26,23.635,26,NA,NA,31.4,31.362,31.352,22.758,22.758,22.758,21.359,19.983,20.043,20.95,21.48,22.26,23.635,26,NA,31.4,31.362,31.352,21.368
5539,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,24.189,27.266,29.356,30,NA,32.818,33.243,33.6,NA,NA,NA,NA,NA,NA,NA,NA,22.3,23.224,26.177,28.338,29.441,30,32.818,33.096,33.326,NA,NA,NA,NA,NA,NA,NA,22.3,23.224,25.13,27.466,28.46,29.441,32.178,33.096,33.179,NA,NA,NA,NA,NA,NA,22.3,23.224,25.13,26.534,27.615,28.46,30.506,32.808,33.179,22.3
5542,27.018,25.807,24.75,24.529,NA,NA,22.645,21.634,21.085,21.861,24.389,27.107,28.947,29.7,NA,35.18,35.807,36.3,26.281,25.284,24.683,24.529,NA,22.645,21.994,21.384,21.513,22.726,26.145,28.051,29.047,29.7,35.18,35.59,35.921,25.709,25.149,24.683,24.529,22.645,21.994,21.676,21.555,22.154,24.41,27.281,28.171,29.047,33.935,35.59,35.707,25.542,25.149,24.683,23.495,21.994,21.676,21.732,22,23.585,25.72,27.423,28.171,30.981,35.043,35.707,22.625
5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27.078,28.39,28.7,NA,32,32.653,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26.839,27.751,28.431,28.7,32,32.427,32.78,NA,NA,NA,NA,NA,NA,NA,NA,26,26.839,27.538,27.82,28.431,31.25,32.427,32.554,NA,NA,NA,NA,NA,NA,NA,26,26.839,27.538,27.613,27.82,29.556,32.081,32.554,NA
5545,28.92,28.553,28.097,27.842,NA,NA,24.463,23.622,23.57,24.132,25.549,27.735,30.404,31.7,NA,36.741,37.317,37.7,28.697,28.327,28.019,27.842,NA,24.463,23.922,23.599,23.88,24.617,26.962,29.104,30.576,31.7,36.741,37.118,37.406,28.473,28.24,28.019,27.842,24.463,23.922,23.799,23.79,24.252,25.816,28.358,29.294,30.576,35.595,37.118,37.214,28.384,28.24,28.019,25.987,23.922,23.799,23.899,24.066,25.259,27.141,28.554,29.294,32.52,36.614,37.214,25.146
5548,27.999,27.489,26.431,25.733,NA,NA,22.465,22.082,22.734,23.178,23.93,25.132,26.379,26.9,NA,32.08,33.385,34.4,27.689,26.965,26.218,25.733,NA,22.465,22.219,22.379,22.979,23.435,24.707,25.772,26.449,26.9,32.08,32.932,33.62,27.218,26.745,26.218,25.733,22.465,22.219,22.399,22.666,23.191,24.088,25.385,25.854,26.449,30.902,32.932,33.174,27.009,26.745,26.218,23.939,22.219,22.399,22.633,22.864,23.752,24.75,25.474,25.854,28.224,32.372,33.174,23.719
5551,25.265,24.646,24.097,23.8,NA,NA,20.6,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,24.888,24.374,24.007,23.8,NA,20.6,20.6,21,21,21,NA,NA,NA,NA,NA,NA,NA,24.593,24.272,24.007,23.8,20.6,20.6,20.874,21,21,21,NA,NA,NA,NA,NA,NA,24.481,24.272,24.007,22.715,20.6,20.874,20.925,21,21,21,NA,NA,NA,NA,NA,22.596
5553,28.761,27.404,26.233,25.895,NA,NA,22.537,21.814,21.224,21.665,23.202,25.325,27.72,28.8,NA,35.999,37.128,38,27.935,26.824,26.13,25.895,NA,22.537,22.072,21.546,21.468,22.191,24.574,26.554,27.864,28.8,35.999,36.737,37.331,27.299,26.658,26.13,25.895,22.537,22.072,21.775,21.589,21.854,23.396,25.85,26.718,27.864,34.363,36.737,36.945,27.101,26.658,26.13,24.051,22.072,21.775,21.742,21.842,22.858,24.645,26.023,26.718,30.429,36,36.945,23.071
5554,29.062,28.007,26.976,26.6,NA,NA,23.637,23.108,22.529,22.399,23.065,24.199,25.637,26.4,NA,31.4,32.648,33.4,28.42,27.497,26.861,26.6,NA,23.637,23.296,22.844,22.457,22.627,23.798,24.937,25.739,26.4,31.4,32.216,32.822,27.88,27.336,26.861,26.6,23.637,23.296,23.028,22.685,22.593,23.232,24.544,25.044,25.739,30.264,32.216,32.411,27.7,27.336,26.861,24.973,23.296,23.028,22.839,22.745,23.057,23.926,24.653,25.044,27.524,31.675,32.411,24.056
5556,25.481,24.424,23.545,23.285,NA,NA,20.737,20.012,20.392,22.379,25.274,27.766,29.702,30.5,NA,34.823,35.377,35.8,24.837,23.989,23.465,23.285,NA,20.737,20.27,20.185,21.488,23.369,26.884,28.759,29.808,30.5,34.823,35.185,35.475,24.354,23.863,23.465,23.285,20.737,20.27,20.313,20.972,22.33,25.059,28.027,28.886,29.808,33.84,35.185,35.286,24.203,23.863,23.465,21.886,20.27,20.313,20.935,21.647,23.901,26.4,28.172,28.886,31.39,34.75,35.286,21.701
5557,25.845,24.796,23.806,23.495,NA,NA,20.995,20.763,20.566,21.134,22.759,25.61,28.291,29.2,NA,34.11,34.918,35.6,25.207,24.306,23.711,23.495,NA,20.995,20.846,20.673,20.879,21.69,24.602,26.986,28.412,29.2,34.11,34.638,35.076,24.683,24.161,23.711,23.495,20.995,20.846,20.748,20.839,21.298,23.198,26.098,27.147,28.412,32.994,34.638,34.797,24.516,24.161,23.711,22.122,20.846,20.748,20.864,21.14,22.545,24.668,26.28,27.147,30.209,34.133,34.797,21.726
5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5562,28.347,27.622,26.633,26.2,NA,NA,23.311,22.855,22.167,22.095,22.93,24.543,26.657,27.5,NA,34.4,35.033,35.5,27.906,27.133,26.501,26.2,NA,23.311,23.017,22.542,22.127,22.381,23.973,25.628,26.769,27.5,34.4,34.814,35.141,27.43,26.966,26.501,26.2,23.311,23.017,22.72,22.382,22.306,23.213,25.062,25.765,26.769,32.832,34.814,34.927,27.257,26.966,26.501,24.613,23.017,22.72,22.532,22.468,22.953,24.207,25.204,25.765,29.176,34.134,34.927,23.734
5563,27.16,27.29,27.5,NA,NA,NA,23.721,23.199,23.228,23.755,24.83,26.392,27.991,28.8,NA,32.3,32.964,33.4,27.24,27.352,27.5,NA,NA,23.721,23.385,23.212,23.519,24.122,25.84,27.212,28.099,28.8,32.3,32.734,33.065,27.293,27.352,27.5,NA,23.721,23.385,23.33,23.407,23.81,24.995,26.712,27.328,28.099,31.505,32.734,32.844,27.293,27.352,27.5,23.721,23.385,23.33,23.458,23.63,24.557,25.86,26.834,27.328,29.423,32.369,32.844,23.923
5565,27.013,26.172,25.182,24.728,NA,NA,22.553,22.3,22.653,23.657,24.772,25.548,26.431,26.9,NA,30.4,31.024,31.5,26.501,25.682,25.044,24.728,NA,22.553,22.39,22.461,23.207,24.038,25.273,26.001,26.494,26.9,30.4,30.808,31.135,26.008,25.511,25.044,24.728,22.553,22.39,22.482,22.89,23.555,24.618,25.743,26.067,26.494,29.605,30.808,30.922,25.828,25.511,25.044,23.534,22.39,22.482,22.835,23.185,24.131,25.142,25.811,26.067,27.725,30.445,30.922,23.504
5566,27.754,26.576,25.325,24.897,NA,NA,22.495,21.948,21.636,21.905,23.092,24.876,26.953,27.8,NA,32.794,33.596,34.1,27.037,25.956,25.194,24.897,NA,22.495,22.143,21.806,21.785,22.311,24.245,25.942,27.065,27.8,32.794,33.318,33.713,26.397,25.767,25.194,24.897,22.495,22.143,21.966,21.842,22.076,23.297,25.343,26.077,27.065,31.659,33.318,33.447,26.185,25.767,25.194,23.578,22.143,21.966,21.947,22.038,22.885,24.353,25.487,26.077,28.872,32.806,33.447,22.93
5568,25.174,24.116,23.149,22.742,NA,NA,20.568,20.116,20.112,21.061,22.854,25.193,27.369,28.2,NA,31.311,31.715,32.1,24.53,23.637,23.025,22.742,NA,20.568,20.277,20.114,20.635,21.674,24.366,26.31,27.479,28.2,31.311,31.575,31.804,24.014,23.477,23.025,22.742,20.568,20.277,20.219,20.454,21.129,23.027,25.584,26.448,27.479,30.604,31.575,31.661,23.834,23.477,23.025,21.549,20.277,20.219,20.472,20.83,22.304,24.281,25.737,26.448,28.688,31.261,31.661,21.245
5573,24.897,25.092,25.232,25.031,NA,NA,20.78,19.919,20.912,22.191,23.902,26.112,28.464,29.5,NA,35.235,35.354,35.4,25.016,25.161,25.17,25.031,NA,20.78,20.226,20.37,21.617,22.776,25.33,27.319,28.601,29.5,35.235,35.313,35.365,25.096,25.137,25.17,25.031,20.78,20.226,20.466,21.024,22.126,24.059,26.601,27.478,28.601,33.932,35.313,35.327,25.087,25.137,25.17,22.697,20.226,20.466,20.985,21.475,23.278,25.331,26.771,27.478,30.693,34.773,35.327,22.252
5574,25.41,24.35,23.061,22.5,NA,NA,20.521,20.182,20.245,21.343,24.251,26.2,NA,NA,NA,36.9,37.259,37.6,24.765,23.712,22.89,22.5,NA,20.521,20.303,20.211,20.851,22.338,25.142,26.2,NA,NA,36.9,37.14,37.338,24.128,23.495,22.89,22.5,20.521,20.303,20.283,20.617,21.608,23.203,25.142,26.2,NA,36.9,37.14,37.217,23.898,23.495,22.89,21.413,20.303,20.283,20.602,21.188,22.334,23.203,25.142,26.2,36.9,37.14,37.217,21.294
5575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5577,25.214,24.875,24.304,23.942,NA,NA,21.866,21.473,21.79,22.951,24.802,27.11,29.072,29.7,NA,34.845,35.637,36.3,25.008,24.592,24.193,23.942,NA,21.866,21.613,21.617,22.431,23.584,26.294,28.116,29.155,29.7,34.845,35.363,35.791,24.744,24.476,24.193,23.942,21.866,21.613,21.675,22.096,22.958,24.94,27.42,28.232,29.155,33.676,35.363,35.517,24.631,24.476,24.193,22.802,21.613,21.675,22.059,22.52,24.158,26.133,27.554,28.232,30.95,34.836,35.517,22.705
5579,29.633,28.622,27.392,26.9,NA,NA,23.995,23.501,23.555,24.555,25.4,NA,NA,NA,NA,36.6,37.095,37.4,29.018,28.013,27.242,26.9,NA,23.995,23.677,23.525,24.106,24.721,25.4,NA,NA,NA,36.6,36.923,37.165,28.41,27.814,27.242,26.9,23.995,23.677,23.634,23.895,24.26,24.721,25.4,NA,NA,36.6,36.923,37.002,28.197,27.814,27.242,25.305,23.677,23.634,23.911,24.016,24.26,24.721,25.4,NA,36.6,36.923,37.002,24.919
5580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5583,25.362,24.208,23.088,22.7,NA,NA,20.405,20.019,20.048,20.872,22.344,25.073,27.889,29,NA,31.266,31.739,32,24.66,23.654,22.969,22.7,NA,20.405,20.157,20.032,20.503,21.375,24.109,26.518,28.036,29,31.266,31.575,31.799,24.073,23.483,22.969,22.7,20.405,20.157,20.119,20.334,20.913,22.798,25.642,26.699,28.036,30.751,31.575,31.645,23.879,23.483,22.969,21.44,20.157,20.119,20.345,20.649,22.116,24.268,25.838,26.699,29.055,31.336,31.645,21.14
5584,29.047,28.232,27.297,26.9,NA,NA,NA,NA,24.3,24.605,25.377,26.64,27.844,28.3,NA,30.571,30.925,31.2,28.551,27.769,27.176,26.9,NA,NA,NA,24.3,24.49,24.869,26.193,27.257,27.904,28.3,30.571,30.802,30.989,28.082,27.613,27.176,26.9,NA,NA,24.3,24.49,24.706,25.55,26.863,27.334,27.904,30.055,30.802,30.868,27.915,27.613,27.176,26.9,NA,24.3,24.49,24.706,25.302,26.212,26.947,27.334,28.745,30.57,30.868,25.759
5585,26.86,26.15,25.29,24.9,NA,NA,23.284,22.927,22.778,23.532,24.2,NA,NA,NA,NA,34.1,34.468,34.7,26.428,25.724,25.171,24.9,NA,23.284,23.054,22.859,23.194,23.666,24.2,NA,NA,NA,34.1,34.34,34.521,26.003,25.577,25.171,24.9,23.284,23.054,22.958,23.101,23.317,23.666,24.2,NA,NA,34.1,34.34,34.4,25.847,25.577,25.171,24.013,23.054,22.958,23.13,23.192,23.317,23.666,24.2,NA,34.1,34.34,34.4,23.748
5586,28.97,28.316,27.62,27.304,NA,NA,25.558,25.142,24.699,24.537,24.657,25.096,25.736,26,NA,NA,31.3,31.3,28.572,27.971,27.523,27.304,NA,25.558,25.29,24.94,24.609,24.578,24.941,25.424,25.771,26,NA,31.3,31.3,28.216,27.852,27.523,27.304,25.558,25.29,25.083,24.796,24.62,24.778,25.263,25.466,25.771,26,31.3,31.3,28.087,27.852,27.523,26.345,25.29,25.083,24.919,24.774,24.758,25.054,25.307,25.466,25.771,30.179,31.3,25.707
5587,27.447,26.464,25.372,24.987,NA,NA,22.811,22.652,22.44,22.61,23.634,25.052,26.596,27.3,NA,32.6,33.454,34,26.848,25.923,25.255,24.987,NA,22.811,22.709,22.556,22.534,22.961,24.551,25.844,26.69,27.3,32.6,33.158,33.58,26.297,25.756,25.255,24.987,22.811,22.709,22.615,22.575,22.779,23.765,25.38,25.951,26.69,31.395,33.158,33.297,26.112,25.756,25.255,23.792,22.709,22.615,22.614,22.742,23.436,24.582,25.493,25.951,28.553,32.614,33.297,23.413
5590,30.4,NA,NA,NA,NA,NA,25.6,25.6,25.6,25.6,26.062,26.961,27.942,28.4,NA,32.1,32.911,33.4,30.4,NA,NA,NA,NA,25.6,25.6,25.6,25.6,25.758,26.643,27.465,28.003,28.4,32.1,32.63,33.025,30.4,NA,NA,NA,25.6,25.6,25.6,25.6,25.703,26.221,27.17,27.533,28.003,31.259,32.63,32.757,30.4,NA,NA,25.6,25.6,25.6,25.6,25.673,26.067,26.718,27.242,27.533,29.295,32.237,32.757,25.6
5593,28.686,28.307,27.821,27.477,NA,NA,25.387,24.673,24.012,24.419,24.8,NA,NA,NA,NA,36.3,36.051,35.8,28.455,28.066,27.716,27.477,NA,25.387,24.927,24.372,24.237,24.494,24.8,NA,NA,NA,36.3,36.132,35.993,28.218,27.961,27.716,27.477,25.387,24.927,24.607,24.389,24.303,24.494,24.8,NA,NA,36.3,36.132,36.076,28.113,27.961,27.716,26.329,24.927,24.607,24.55,24.422,24.303,24.494,24.8,NA,36.3,36.132,36.076,25.509
5602,26.216,25.189,23.921,23.379,NA,NA,20.778,20.502,22.927,24.1,NA,NA,NA,NA,NA,NA,NA,NA,25.591,24.561,23.755,23.379,NA,20.778,20.6,21.605,23.339,24.1,NA,NA,NA,NA,NA,NA,NA,24.967,24.35,23.755,23.379,20.778,20.6,21.414,22.098,23.339,24.1,NA,NA,NA,NA,NA,NA,24.743,24.35,23.755,21.951,20.6,21.414,21.842,22.098,23.339,24.1,NA,NA,NA,NA,NA,22.498
