107,2019,177,856,0,-82.5,-47.72,619.2,16.07,11.92,3.099
107,2019,177,856,10,-82.8,-48.17,615.2,16.05,11.9,3.099
107,2019,177,856,20,-83,-48.36,596.6,16.01,11.93,3.099
107,2019,177,856,30,-83,-48.4,589.5,16.01,11.9,3.099
107,2019,177,856,40.13,-83,-48.43,585.5,16.03,11.93,3.099
107,2019,177,856,50,-83,-48.42,585.1,16.04,11.9,3.099
107,2019,177,857,0,-83,-48.42,592.1,16.03,11.92,3.099
107,2019,177,857,10,-83,-48.42,592.8,16.02,11.9,3.099
107,2019,177,857,20.13,-83,-48.41,585.6,16.03,11.92,3.099
107,2019,177,857,30,-83,-48.42,579.3,16.03,11.91,3.099
107,2019,177,857,40,-83,-48.41,576.5,16.03,11.92,3.099
107,2019,177,857,50,-83,-48.41,581.7,16.04,11.91,3.099
107,2019,177,858,0,-83,-48.41,580.7,16.03,11.9,3.099
107,2019,177,858,10,-83,-48.45,573.3,16.03,11.91,3.099
107,2019,177,858,20,-83,-48.42,572.6,16.05,11.9,3.099
107,2019,177,912,0,-43.98,-9.01,767,-6999,11.54,3.099
107,2019,177,912,10,-70.7,-39.21,548.3,16.2,11.54,3.099
107,2019,177,912,20,-86.3,-54.46,492.8,17.03,11.51,3.099
107,2019,177,912,30,-80.6,-47.57,500.5,17.11,11.55,3.099
107,2019,177,912,40,-107.7,-71.3,504.3,17.12,11.5,3.099
107,2019,177,912,50.13,-100.9,-62.71,506.8,17.16,11.53,3.099
107,2019,177,913,0,-88.2,-52.1,520.7,17.13,11.46,3.099
107,2019,177,913,10,-84.1,-49.02,522.4,17.24,11.5,3.099
107,2019,177,913,20,-81.1,-46.5,502.2,17.15,11.46,3.099
107,2019,177,913,30.13,-59.77,-26.76,497.9,17.14,11.58,3.099
107,2019,177,913,40,27.41,52.85,481.7,17.19,11.63,3.099
107,2019,177,913,50,27.41,52.71,486.6,17.19,11.58,3.099
107,2019,177,914,0,27.41,52.67,481.7,17.17,11.62,3.099
107,2019,177,914,10,27.45,52.73,483.3,17.16,11.58,3.099
107,2019,177,914,20,27.48,54.17,483.3,17.18,11.61,3.099
107,2019,177,914,30,27.7,54.22,478.9,17.22,11.58,3.099
107,2019,177,914,40,28.28,50.74,472.8,17.29,11.61,3.099
107,2019,177,914,50,28.57,49.51,474.6,17.37,11.58,3.099
107,2019,177,915,0,28.57,49.25,477.6,17.41,11.62,3.099
107,2019,177,915,10,28.47,53.1,468.4,17.38,11.62,3.099
107,2019,177,915,20,28.39,53.86,473.4,17.3,11.71,3.099
107,2019,177,915,30,28.32,51.4,445.5,17.7,11.72,3.099
107,2019,177,915,40,28.28,50.89,452.8,17.86,11.8,3.099
107,2019,177,915,50,28.23,50.97,444.3,17.89,11.82,3.099
107,2019,177,916,0,28.21,51.01,497.2,17.86,11.81,3.099
107,2019,177,916,10.13,28.21,51.12,471.1,17.9,11.84,3.099
107,2019,177,916,20,28.2,51.25,455.3,17.84,11.83,3.099
107,2019,177,916,30,28.14,51.33,470.3,17.69,11.84,3.099
107,2019,177,916,40,28.14,51.1,459.1,17.55,11.81,3.099
107,2019,177,916,50,28.14,51.11,461.6,17.49,11.83,3.099
107,2019,177,917,0,28.09,51.25,460.1,17.46,11.8,3.099
107,2019,177,917,10,28.08,51.39,464,17.47,11.83,3.099
107,2019,177,917,20,28.08,51.55,461.9,17.51,11.8,3.099
107,2019,177,917,30.13,28.08,51.74,448.3,17.53,11.82,3.099
107,2019,177,917,40,28.06,51.89,445.5,17.56,11.79,3.099
107,2019,177,917,50,28.07,51.92,446.1,17.59,11.83,3.099
107,2019,177,918,0,28.08,51.55,446.5,17.57,11.82,3.099
107,2019,177,918,10,28.15,51.73,446.7,17.64,11.79,3.099
107,2019,177,918,20,28.23,51.62,451.3,17.72,11.82,3.099
107,2019,177,918,30,28.31,51.06,446.3,17.75,11.79,3.099
107,2019,177,918,40,28.38,52.09,454.8,17.87,11.83,3.099
107,2019,177,918,50.13,28.47,51.93,452.3,18.02,11.79,3.099
107,2019,177,919,0,28.51,53.52,452.7,18.26,11.82,3.099
107,2019,177,919,10,28.61,51.72,444.7,18.36,11.79,3.099
107,2019,177,919,20,28.61,49.09,448.3,17.74,11.82,3.099
107,2019,177,919,30,28.61,48.99,462.7,17.62,11.79,3.099
107,2019,177,919,40,28.67,49.66,472.3,17.69,11.82,3.099
107,2019,177,919,50,28.75,49.12,461.3,17.78,11.79,3.099
107,2019,177,920,0,28.81,48.44,465.7,17.67,11.79,3.099
107,2019,177,920,10,28.87,48.4,470.4,17.62,11.79,3.099
107,2019,177,920,20,28.88,48.55,463.7,17.64,11.75,3.099
107,2019,177,920,30,28.88,48.35,462,17.62,11.78,3.099
107,2019,177,920,40,28.88,47.9,475.7,17.55,11.75,3.099
107,2019,177,920,50,28.88,47.86,463.1,17.5,11.78,3.099
107,2019,177,921,0,28.85,48.06,455.8,17.47,11.75,3.099
107,2019,177,921,10,28.83,48.29,480.2,17.5,11.78,3.099
107,2019,177,921,20,28.88,48.23,469.6,17.51,11.75,3.099
107,2019,177,921,30.13,28.88,47.84,456.4,17.44,11.78,3.099
107,2019,177,921,40,28.94,48.19,455,17.54,11.75,3.099
107,2019,177,921,50,29.01,48.05,452.1,17.56,11.79,3.099
107,2019,177,922,0,29.01,47.69,451.2,17.49,11.75,3.099
107,2019,177,922,10.13,29.01,47.68,450.9,17.48,11.74,3.099
107,2019,177,922,20,29.01,47.5,455.3,17.44,11.78,3.099
107,2019,177,922,30,29.01,46.93,450.3,17.33,11.74,3.099
107,2019,177,922,40,29.01,46.91,460.7,17.27,11.79,3.099
107,2019,177,922,50,29.01,47.07,453,17.29,11.75,3.099
107,2019,177,923,0,29.01,47.24,454.9,17.27,11.79,3.099
107,2019,177,923,10,29.01,47.95,453.4,17.39,11.75,3.099
107,2019,177,923,20,29.01,47.93,452.6,17.45,11.79,3.099
107,2019,177,923,30,29.04,47.18,451.5,17.32,11.74,3.099
107,2019,177,923,40,29.07,47.08,454.4,17.27,11.78,3.099
107,2019,177,923,50,29.05,46.97,469.5,17.24,11.74,3.099
107,2019,177,924,0,29.06,46.74,517.2,17.16,11.78,3.099
107,2019,177,924,10,29.08,47.03,526.9,17.23,11.77,3.099
107,2019,177,924,20,29.13,47.04,480.8,17.26,11.73,3.099
107,2019,177,924,30,29.14,46.78,462.7,17.22,11.77,3.099
107,2019,177,924,40,29.14,46.75,463.3,17.2,11.75,3.099
107,2019,177,924,50,29.14,46.92,471.1,17.22,11.79,3.099
107,2019,177,925,0,29.15,46.98,481.5,17.26,11.75,3.099
107,2019,177,925,10,29.21,46.73,470.9,17.25,11.77,3.099
107,2019,177,925,20,29.21,46.46,461.2,17.21,11.75,3.099
107,2019,177,925,30,29.19,46.72,450.9,17.19,11.77,3.099
107,2019,177,925,40,29.14,47,457.2,17.21,11.75,3.099
107,2019,177,925,50,29.11,47.12,466.6,17.18,11.74,3.099
107,2019,177,926,0,29.08,47.23,447.5,17.19,11.68,3.099
107,2019,177,926,10,29.08,47.41,453,17.19,11.71,3.099
107,2019,177,926,20,29.01,47.5,456.9,17.17,11.67,3.099
107,2019,177,926,30,28.97,47.57,449,17.13,11.66,3.099
107,2019,177,926,40,28.96,47.58,446.7,17.1,11.73,3.099
107,2019,177,926,50,29.02,47.65,464.3,17.16,11.68,3.099
107,2019,177,927,0,29.09,47.25,476,17.15,11.79,3.099
107,2019,177,927,10,29.16,46.94,479.8,17.16,11.76,3.099
107,2019,177,927,20,29.21,46.7,467.6,17.16,11.81,3.099
107,2019,177,927,30.13,29.27,46.57,455.3,17.15,11.79,3.099
107,2019,177,927,40,29.31,46.56,456.9,17.18,11.81,3.099
107,2019,177,927,50,29.36,46.34,449.9,17.19,11.79,3.099
107,2019,177,928,0,29.41,46.15,450.3,17.17,11.79,3.099
107,2019,177,928,10.13,29.42,46.25,453.8,17.21,11.79,3.099
107,2019,177,928,20,29.43,46.09,447.5,17.18,11.81,3.099
107,2019,177,928,30,29.48,46.15,451.1,17.18,11.79,3.099
107,2019,177,928,40,29.48,46.09,453.8,17.19,11.78,3.099
107,2019,177,928,50,29.48,45.98,447.2,17.17,11.72,3.099
107,2019,177,929,0,29.48,46.04,458.7,17.18,11.69,3.099
107,2019,177,929,10,29.5,46.06,458.5,17.2,11.74,3.099
107,2019,177,929,20,29.55,46.03,450.9,17.22,11.71,3.099
107,2019,177,929,30,29.55,46.02,448.9,17.22,11.75,3.099
107,2019,177,929,40,29.55,45.91,458.8,17.21,11.72,3.099
107,2019,177,929,50,29.55,45.81,449.5,17.18,11.76,3.099
107,2019,177,930,0,29.55,45.94,470.5,17.19,11.62,3.099
107,2019,177,930,10,29.57,46.12,492.9,17.24,11.7,3.099
107,2019,177,930,20,29.62,45.98,501.9,17.26,11.64,3.099
107,2019,177,930,30,29.7,45.63,532.2,17.27,11.69,3.099
107,2019,177,930,40,29.76,44.79,489.5,17.18,11.69,3.099
107,2019,177,930,50.13,29.75,44.2,476,16.94,11.64,3.099
107,2019,177,931,0,29.75,45.03,539.8,17.1,11.7,3.099
107,2019,177,931,10,29.78,45.8,451.6,17.31,11.65,3.099
107,2019,177,931,20,29.81,45.63,454.1,17.35,11.7,3.099
107,2019,177,931,30,29.84,45.28,454.6,17.28,11.64,3.099
107,2019,177,931,40,29.88,45.06,447.9,17.26,11.71,3.099
107,2019,177,931,50,29.88,45.48,451.9,17.31,11.65,3.099
