107,2019,178,355,0,20.91,81,548.9,16.53,12.89,3.104
107,2019,178,355,10,20.91,80.9,548.4,16.51,12.88,3.104
107,2019,178,355,20,20.91,80.8,548.7,16.5,12.89,3.104
107,2019,178,355,30,20.93,80.8,549.2,16.5,12.87,3.104
107,2019,178,355,40,20.97,80.7,549,16.5,12.89,3.104
107,2019,178,355,50.13,20.98,80.7,548.6,16.5,12.87,3.104
107,2019,178,356,0,20.98,80.6,549.3,16.49,12.88,3.104
107,2019,178,356,10,20.98,80.6,552.8,16.49,12.87,3.104
107,2019,178,356,20,20.98,80.5,549.1,16.49,12.88,3.104
107,2019,178,356,30,20.98,80.6,548.9,16.49,12.87,3.104
107,2019,178,356,40,20.98,80.6,549.9,16.51,12.89,3.104
107,2019,178,356,50,20.99,80.6,550.2,16.51,12.88,3.104
107,2019,178,357,0,21.04,80.5,549.9,16.51,12.87,3.104
107,2019,178,357,10,21.04,80.4,549.1,16.49,12.89,3.104
107,2019,178,357,20,21.04,80.3,549.4,16.48,12.88,3.104
107,2019,178,357,30,21.04,80.2,549.4,16.47,12.89,3.104
107,2019,178,410,40,21.31,78.9,854,12.55,13.25,3.101
107,2019,178,410,50,21.31,78.8,691.3,14.41,13.16,3.101
107,2019,178,411,0,21.31,78.8,584.4,16.02,13.04,3.101
107,2019,178,411,10,21.31,78.7,587.7,16.21,12.98,3.101
107,2019,178,411,20,21.31,78.6,596.4,16.27,12.91,3.101
107,2019,178,411,30,21.31,78.6,586.9,16.32,12.87,3.101
107,2019,178,411,40,21.31,78.6,587.3,16.33,12.84,3.101
107,2019,178,411,50,21.31,78.6,582.1,16.35,12.84,3.101
107,2019,178,412,0,21.32,78.6,579.3,16.37,12.81,3.101
107,2019,178,412,10,21.34,78.5,573.1,16.37,12.81,3.101
107,2019,178,412,20,21.36,78.5,571.4,16.38,12.83,3.101
107,2019,178,412,30,21.38,78.6,601.7,16.4,12.81,3.101
107,2019,178,412,40,21.38,78.8,565.8,16.41,12.81,3.101
