Typ,ID,Time,Temp,lon,lat,altitude
Bicycle,1,2019-06-26 22:02:40,27.58,7.434741,46.95286,589
Bicycle,1,2019-06-26 22:02:50,27.58,7.434741,46.95286,589
Bicycle,1,2019-06-26 22:03:00,27.58,7.434741,46.95285,589
Bicycle,1,2019-06-26 22:03:10,27.58,7.434741,46.95285,589
Bicycle,1,2019-06-26 22:03:20,27.58,7.434739,46.95285,589
Bicycle,1,2019-06-26 22:03:30,27.58,7.434741,46.95285,589
Bicycle,1,2019-06-26 22:04:50,27.51,7.434738,46.95285,589
Bicycle,1,2019-06-26 22:05:00,27.51,7.434736,46.95285,589
Bicycle,1,2019-06-26 22:05:10,27.5,7.434736,46.95285,589
Bicycle,1,2019-06-26 22:05:20,27.46,7.434736,46.95285,589
Bicycle,1,2019-06-26 22:05:30,27.45,7.434735,46.95285,589
Bicycle,1,2019-06-26 22:05:40,27.45,7.434733,46.95285,589
Bicycle,1,2019-06-26 22:05:50,27.45,7.434733,46.95285,589
Bicycle,1,2019-06-26 22:06:00,27.45,7.434731,46.95285,589
Bicycle,1,2019-06-26 22:06:10,27.45,7.434733,46.95285,589
Bicycle,1,2019-06-26 22:06:20,27.45,7.434731,46.95285,589
Bicycle,1,2019-06-26 22:06:30,27.45,7.434731,46.95285,589
Bicycle,1,2019-06-26 22:06:40,27.45,7.434731,46.95285,589
Bicycle,1,2019-06-26 22:06:50,27.45,7.43473,46.95285,589
Bicycle,1,2019-06-26 22:07:00,27.45,7.434728,46.95285,589
Bicycle,1,2019-06-26 22:07:10,27.45,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:07:20,27.45,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:07:30,27.45,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:07:40,27.45,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:07:50,27.44,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:08:00,27.43,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:08:10,27.42,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:08:20,27.45,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:08:30,27.43,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:08:40,27.43,7.434724,46.95285,589
Bicycle,1,2019-06-26 22:08:50,27.4,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:00,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:10,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:20,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:30,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:40,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:09:50,27.38,7.434726,46.95285,589
Bicycle,1,2019-06-26 22:10:00,27.38,7.434728,46.95285,589
Bicycle,1,2019-06-26 22:10:10,27.38,7.43473,46.95285,589
Bicycle,1,2019-06-26 22:10:20,27.38,7.43473,46.95285,589
Bicycle,1,2019-06-26 22:25:40,27.05,7.43457,46.9528,596
Bicycle,1,2019-06-26 22:25:50,27.05,7.434574,46.9528,598
Bicycle,1,2019-06-26 22:26:00,27.05,7.434595,46.9528,598
Bicycle,1,2019-06-26 22:26:10,27.05,7.434609,46.95281,598
Bicycle,1,2019-06-26 22:26:20,27.04,7.434616,46.95281,598
Bicycle,1,2019-06-26 22:26:30,27.04,7.434623,46.95282,598
Bicycle,1,2019-06-26 22:26:40,27.05,7.434623,46.95282,598
Bicycle,1,2019-06-26 22:26:50,27.03,7.434624,46.95282,598
Bicycle,1,2019-06-26 22:27:00,27.03,7.434651,46.95283,595
Bicycle,1,2019-06-26 22:27:10,27.03,7.434641,46.95283,593
Bicycle,1,2019-06-26 22:27:20,27.04,7.434618,46.95285,591
Bicycle,1,2019-06-26 22:27:30,27.05,7.434646,46.95287,591
Bicycle,1,2019-06-26 22:27:40,27.05,7.434708,46.9529,590
Bicycle,1,2019-06-26 22:27:50,27.05,7.434728,46.95291,590
Bicycle,1,2019-06-26 22:28:00,27.05,7.434768,46.9529,590
Bicycle,1,2019-06-26 22:28:10,27.05,7.434736,46.95292,591
Bicycle,1,2019-06-26 22:28:20,27.05,7.434733,46.95296,592
Bicycle,1,2019-06-26 22:28:30,27.05,7.434743,46.95305,593
Bicycle,1,2019-06-26 22:28:40,27.05,7.434758,46.95306,593
Bicycle,1,2019-06-26 22:28:50,27.05,7.43479,46.95301,593
Bicycle,1,2019-06-26 22:29:00,27.05,7.434811,46.95298,592
Bicycle,1,2019-06-26 22:29:10,27.05,7.43482,46.95297,592
Bicycle,1,2019-06-26 22:29:20,27.05,7.434816,46.95297,592
Bicycle,1,2019-06-26 22:29:30,27.05,7.434781,46.95296,593
Bicycle,1,2019-06-26 22:29:40,27.07,7.43473,46.95293,592
Bicycle,1,2019-06-26 22:29:50,27.08,7.434735,46.95297,592
Bicycle,1,2019-06-26 22:30:00,27.11,7.435244,46.95297,564
Bicycle,1,2019-06-26 22:30:10,27.11,7.435478,46.95295,565
Bicycle,1,2019-06-26 22:30:20,27.17,7.43574,46.95318,571
Bicycle,1,2019-06-26 22:30:30,27.21,7.436056,46.95345,575
Bicycle,1,2019-06-26 22:30:40,27.25,7.436408,46.95378,578
Bicycle,1,2019-06-26 22:30:50,27.31,7.436759,46.95401,578
Bicycle,1,2019-06-26 22:31:00,27.31,7.437301,46.95427,579
Bicycle,1,2019-06-26 22:31:10,27.31,7.437993,46.95458,579
Bicycle,1,2019-06-26 22:31:20,27.38,7.438518,46.95493,576
Bicycle,1,2019-06-26 22:31:30,27.38,7.438538,46.95531,573
Bicycle,1,2019-06-26 22:31:40,27.38,7.438083,46.95517,575
Bicycle,1,2019-06-26 22:31:50,27.41,7.437563,46.95498,578
Bicycle,1,2019-06-26 22:32:00,27.45,7.437098,46.95504,578
Bicycle,1,2019-06-26 22:32:10,27.45,7.436785,46.9554,578
Bicycle,1,2019-06-26 22:32:20,27.41,7.436406,46.9558,581
Bicycle,1,2019-06-26 22:32:30,27.38,7.435965,46.95621,582
Bicycle,1,2019-06-26 22:32:40,27.44,7.435556,46.95662,584
Bicycle,1,2019-06-26 22:32:50,27.45,7.435168,46.95697,585
Bicycle,1,2019-06-26 22:33:00,27.45,7.434756,46.95727,583
Bicycle,1,2019-06-26 22:33:10,27.45,7.434343,46.95763,585
Bicycle,1,2019-06-26 22:33:20,27.45,7.434473,46.95791,585
Bicycle,1,2019-06-26 22:33:30,27.49,7.434873,46.95818,587
Bicycle,1,2019-06-26 22:33:40,27.52,7.435396,46.95841,583
Bicycle,1,2019-06-26 22:33:50,27.52,7.435918,46.95873,580
Bicycle,1,2019-06-26 22:34:00,27.52,7.435755,46.95911,578
Bicycle,1,2019-06-26 22:34:10,27.45,7.435471,46.95947,576
Bicycle,1,2019-06-26 22:34:20,27.38,7.435169,46.95979,574
Bicycle,1,2019-06-26 22:34:30,27.31,7.434829,46.96011,572
Bicycle,1,2019-06-26 22:34:40,27.22,7.434529,46.96046,570
Bicycle,1,2019-06-26 22:34:50,27.12,7.434249,46.96073,571
Bicycle,1,2019-06-26 22:35:00,27.01,7.433954,46.96102,571
Bicycle,1,2019-06-26 22:35:10,26.87,7.43363,46.9613,572
Bicycle,1,2019-06-26 22:35:20,26.78,7.433334,46.96159,573
Bicycle,1,2019-06-26 22:35:30,26.71,7.433076,46.96185,574
Bicycle,1,2019-06-26 22:35:40,26.71,7.432816,46.96212,578
Bicycle,1,2019-06-26 22:35:50,26.71,7.432556,46.96236,580
Bicycle,1,2019-06-26 22:36:00,26.72,7.432291,46.96262,580
Bicycle,1,2019-06-26 22:36:10,26.71,7.432604,46.96254,578
Bicycle,1,2019-06-26 22:36:20,26.69,7.433029,46.96239,580
Bicycle,1,2019-06-26 22:36:30,26.63,7.433423,46.96228,583
Bicycle,1,2019-06-26 22:36:40,26.58,7.433841,46.96224,585
Bicycle,1,2019-06-26 22:36:50,26.61,7.434196,46.96235,589
Bicycle,1,2019-06-26 22:37:00,26.65,7.434564,46.96243,591
Bicycle,1,2019-06-26 22:37:10,26.7,7.435184,46.96253,593
Bicycle,1,2019-06-26 22:37:20,26.71,7.435629,46.96238,593
Bicycle,1,2019-06-26 22:37:30,26.71,7.436284,46.96222,583
Bicycle,1,2019-06-26 22:37:40,26.67,7.436459,46.96219,580
Bicycle,1,2019-06-26 22:37:50,26.62,7.436143,46.96228,579
Bicycle,1,2019-06-26 22:38:00,26.54,7.435843,46.96245,579
Bicycle,1,2019-06-26 22:38:10,26.51,7.436031,46.96279,579
Bicycle,1,2019-06-26 22:38:20,26.45,7.436254,46.96319,577
Bicycle,1,2019-06-26 22:38:30,26.39,7.436473,46.96359,575
Bicycle,1,2019-06-26 22:38:40,26.39,7.436671,46.96395,574
Bicycle,1,2019-06-26 22:38:50,26.44,7.436874,46.96434,572
Bicycle,1,2019-06-26 22:39:00,26.49,7.43702,46.96473,574
Bicycle,1,2019-06-26 22:39:10,26.51,7.437153,46.96508,578
Bicycle,1,2019-06-26 22:39:20,26.51,7.43729,46.96544,585
Bicycle,1,2019-06-26 22:39:30,26.57,7.437378,46.96568,587
Bicycle,1,2019-06-26 22:39:40,26.63,7.437458,46.96595,588
Bicycle,1,2019-06-26 22:39:50,26.62,7.437643,46.96622,590
Bicycle,1,2019-06-26 22:40:00,26.56,7.438223,46.96637,586
Bicycle,1,2019-06-26 22:40:10,26.45,7.438979,46.9665,581
Bicycle,1,2019-06-26 22:40:20,26.31,7.439856,46.96644,579
Bicycle,1,2019-06-26 22:40:30,26.19,7.440731,46.96615,580
Bicycle,1,2019-06-26 22:40:40,26.09,7.44162,46.96587,580
Bicycle,1,2019-06-26 22:40:50,26.04,7.442011,46.966,579
Bicycle,1,2019-06-26 22:41:00,26.04,7.442418,46.96655,577
Bicycle,1,2019-06-26 22:41:10,25.96,7.442868,46.96726,568
Bicycle,1,2019-06-26 22:41:20,25.66,7.443446,46.96808,561
Bicycle,1,2019-06-26 22:41:30,25.19,7.443894,46.96887,558
Bicycle,1,2019-06-26 22:41:40,25.04,7.444206,46.96927,557
Bicycle,1,2019-06-26 22:41:50,25.14,7.444449,46.96958,556
Bicycle,1,2019-06-26 22:42:00,25.24,7.444551,46.96975,555
Bicycle,1,2019-06-26 22:42:10,25.31,7.444886,46.97007,556
Bicycle,1,2019-06-26 22:42:20,25.33,7.445198,46.97045,555
Bicycle,1,2019-06-26 22:42:30,25.37,7.44553,46.97084,555
Bicycle,1,2019-06-26 22:42:40,25.4,7.445864,46.97124,554
Bicycle,1,2019-06-26 22:42:50,25.44,7.446258,46.97165,553
Bicycle,1,2019-06-26 22:43:00,25.44,7.446788,46.97202,555
Bicycle,1,2019-06-26 22:43:10,25.44,7.44724,46.97237,556
Bicycle,1,2019-06-26 22:43:20,25.44,7.447655,46.97273,556
Bicycle,1,2019-06-26 22:43:30,25.44,7.448276,46.97298,554
Bicycle,1,2019-06-26 22:43:40,25.4,7.44914,46.97329,552
Bicycle,1,2019-06-26 22:43:50,25.24,7.450018,46.97375,547
Bicycle,1,2019-06-26 22:44:00,25.12,7.450815,46.9736,543
Bicycle,1,2019-06-26 22:44:10,25.11,7.451327,46.97326,541
Bicycle,1,2019-06-26 22:44:20,25.11,7.451943,46.97354,539
Bicycle,1,2019-06-26 22:44:30,25.17,7.452703,46.97386,539
Bicycle,1,2019-06-26 22:44:40,25.2,7.453518,46.97419,538
Bicycle,1,2019-06-26 22:44:50,25.24,7.454359,46.97455,536
Bicycle,1,2019-06-26 22:45:00,25.21,7.455251,46.97489,532
Bicycle,1,2019-06-26 22:45:10,25.13,7.456045,46.9753,530
Bicycle,1,2019-06-26 22:45:20,25.06,7.456629,46.97588,526
Bicycle,1,2019-06-26 22:45:30,24.98,7.456843,46.97655,523
Bicycle,1,2019-06-26 22:45:40,24.97,7.456973,46.97716,520
Bicycle,1,2019-06-26 22:45:50,24.97,7.457118,46.97772,519
Bicycle,1,2019-06-26 22:46:00,24.97,7.457146,46.97827,519
Bicycle,1,2019-06-26 22:46:10,24.97,7.45711,46.97879,518
Bicycle,1,2019-06-26 22:46:20,24.97,7.457108,46.97929,518
Bicycle,1,2019-06-26 22:46:30,24.97,7.457044,46.97981,518
Bicycle,1,2019-06-26 22:46:40,24.97,7.456984,46.98038,519
Bicycle,1,2019-06-26 22:46:50,25.07,7.456948,46.98094,521
Bicycle,1,2019-06-26 22:47:00,25.22,7.456898,46.98146,520
Bicycle,1,2019-06-26 22:47:10,25.33,7.456856,46.98191,520
Bicycle,1,2019-06-26 22:47:20,25.37,7.456841,46.98234,522
Bicycle,1,2019-06-26 22:47:30,25.37,7.456983,46.98273,523
Bicycle,1,2019-06-26 22:47:40,25.37,7.457188,46.98306,523
Bicycle,1,2019-06-26 22:47:50,25.26,7.457316,46.98336,523
Bicycle,1,2019-06-26 22:48:00,25.12,7.457366,46.98373,524
Bicycle,1,2019-06-26 22:48:10,25.02,7.457343,46.98411,524
Bicycle,1,2019-06-26 22:48:20,24.97,7.45732,46.98448,525
Bicycle,1,2019-06-26 22:48:30,25.03,7.457285,46.98485,527
Bicycle,1,2019-06-26 22:48:40,25.1,7.457251,46.98521,527
Bicycle,1,2019-06-26 22:48:50,25.16,7.457223,46.98557,529
Bicycle,1,2019-06-26 22:49:00,25.11,7.4572,46.98596,529
Bicycle,1,2019-06-26 22:49:10,25.08,7.457168,46.98633,531
Bicycle,1,2019-06-26 22:49:20,25.04,7.457155,46.9867,533
Bicycle,1,2019-06-26 22:49:30,24.98,7.457106,46.98706,533
Bicycle,1,2019-06-26 22:49:40,24.97,7.457086,46.98741,536
Bicycle,1,2019-06-26 22:49:50,24.97,7.457076,46.98776,539
Bicycle,1,2019-06-26 22:50:00,24.97,7.45704,46.9881,540
Bicycle,1,2019-06-26 22:50:10,24.97,7.456998,46.98845,541
Bicycle,1,2019-06-26 22:50:20,24.97,7.456943,46.98881,541
Bicycle,1,2019-06-26 22:50:30,24.97,7.456913,46.98917,540
Bicycle,1,2019-06-26 22:50:40,24.97,7.456883,46.98953,540
Bicycle,1,2019-06-26 22:50:50,24.99,7.456863,46.98989,542
Bicycle,1,2019-06-26 22:51:00,25.03,7.456839,46.99025,542
Bicycle,1,2019-06-26 22:51:10,25.04,7.456825,46.9906,543
Bicycle,1,2019-06-26 22:51:20,25.04,7.456834,46.99095,544
Bicycle,1,2019-06-26 22:51:30,25.04,7.456883,46.99132,545
Bicycle,1,2019-06-26 22:51:40,25.08,7.456935,46.99169,545
Bicycle,1,2019-06-26 22:51:50,25.13,7.457006,46.99206,545
Bicycle,1,2019-06-26 22:52:00,25.17,7.45707,46.9924,546
Bicycle,1,2019-06-26 22:52:10,25.17,7.457553,46.99254,546
