Typ,ID,Time,Temp,lon,lat,altitude
Bicycle,1,2019-06-27 01:00:00,24.12,7.432083,46.94063,544
Bicycle,1,2019-06-27 01:00:10,24.17,7.431776,46.94057,542
Bicycle,1,2019-06-27 01:00:20,24.18,7.431338,46.94082,539
Bicycle,1,2019-06-27 01:00:30,24.18,7.431013,46.94134,538
Bicycle,1,2019-06-27 01:00:40,24.18,7.430774,46.94174,540
Bicycle,1,2019-06-27 01:00:50,24.18,7.430606,46.94218,541
Bicycle,1,2019-06-27 01:01:00,24.17,7.430428,46.94255,544
Bicycle,1,2019-06-27 01:01:10,24.18,7.430284,46.94294,550
Bicycle,1,2019-06-27 01:01:20,24.18,7.430136,46.94326,553
Bicycle,1,2019-06-27 01:01:30,24.18,7.429696,46.94344,550
Bicycle,1,2019-06-27 01:01:40,24.18,7.429218,46.94359,546
Bicycle,1,2019-06-27 01:01:50,24.2,7.428646,46.94378,545
Bicycle,1,2019-06-27 01:02:00,24.25,7.428133,46.94393,545
Bicycle,1,2019-06-27 01:02:10,24.25,7.42768,46.94408,545
Bicycle,1,2019-06-27 01:02:20,24.24,7.427236,46.94434,545
Bicycle,1,2019-06-27 01:02:30,24.19,7.427176,46.94467,548
Bicycle,1,2019-06-27 01:02:40,24.19,7.427133,46.945,550
Bicycle,1,2019-06-27 01:02:50,24.2,7.427103,46.94528,555
Bicycle,1,2019-06-27 01:03:00,24.19,7.427048,46.94568,557
Bicycle,1,2019-06-27 01:03:10,24.19,7.426976,46.94595,559
Bicycle,1,2019-06-27 01:03:20,24.22,7.426983,46.94618,556
Bicycle,1,2019-06-27 01:03:30,24.2,7.426943,46.94635,555
Bicycle,1,2019-06-27 01:03:40,24.18,7.426881,46.94647,554
Bicycle,1,2019-06-27 01:03:50,24.18,7.42679,46.94661,554
Bicycle,1,2019-06-27 01:04:00,24.18,7.426771,46.94673,549
Bicycle,1,2019-06-27 01:04:10,24.16,7.426743,46.94684,547
Bicycle,1,2019-06-27 01:04:20,24.11,7.426658,46.94693,551
Bicycle,1,2019-06-27 01:04:30,24.11,7.426591,46.94701,561
Bicycle,1,2019-06-27 01:04:40,24.11,7.426478,46.94717,574
Bicycle,1,2019-06-27 01:04:50,24.11,7.426323,46.94733,586
Bicycle,1,2019-06-27 01:05:00,24.11,7.426148,46.94748,596
Bicycle,1,2019-06-27 01:05:10,24.11,7.425981,46.94746,591
Bicycle,1,2019-06-27 01:05:20,24.11,7.425761,46.94731,581
Bicycle,1,2019-06-27 01:05:30,24.15,7.425495,46.94717,577
Bicycle,1,2019-06-27 01:05:40,24.18,7.425074,46.94711,576
Bicycle,1,2019-06-27 01:05:50,24.18,7.424478,46.94674,568
Bicycle,1,2019-06-27 01:06:00,24.18,7.424023,46.94641,563
Bicycle,1,2019-06-27 01:06:10,24.16,7.423643,46.94629,560
Bicycle,1,2019-06-27 01:06:20,24.11,7.423253,46.9462,557
Bicycle,1,2019-06-27 01:06:30,24.07,7.422836,46.94615,556
Bicycle,1,2019-06-27 01:06:40,24.05,7.422443,46.94614,555
Bicycle,1,2019-06-27 01:06:50,24,7.422136,46.94617,554
