"time","time_orig","p_id","lon","lat","altitude","z","ta_int","UTM_x","UTM_y","cws_be_2019_meta$p_id"
2019-06-26 20:00:00,2019-06-26 19:54:40,6770,7.4940359576722,46.977303883149,600,596,36.3,385460.634320509,5203742.58500635,6770
2019-06-26 20:00:00,2019-06-26 19:56:41,6772,7.5098708784348,46.890750282623,519,519,35.5,386482.187098294,5194101.49789126,6772
2019-06-26 20:00:00,2019-06-26 19:51:17,6774,7.417487,46.906343,-999,671,NA,379479.460969514,5195971.98558392,6774
2019-06-26 20:00:00,2019-06-26 19:59:29,6778,7.500511,46.984566,-999,647,36.2,385968.544876333,5204540.13130702,6778
2019-06-26 20:00:00,2019-06-26 19:54:59,6779,7.4211247000001,46.9434536,550,542,34.3,379839.524278291,5200090.21191245,6779
2019-06-26 20:00:00,2019-06-26 19:58:02,6786,7.532772,46.958965,599,600,33.4,388368.589044655,5201648.81139972,6786
2019-06-26 20:00:00,2019-06-26 19:52:00,6792,7.389693,46.945079,560,561,35.4,377451.163049947,5200319.48670759,6792
2019-06-26 20:00:00,2019-06-26 20:01:55,6794,7.495906,46.923941,455,535,33.9,385489.080288111,5197810.01715646,6794
2019-06-26 20:00:00,2019-06-26 19:56:04,6797,7.497067,46.955592,550,574,35.2,385644.892205476,5201325.46588505,6797
2019-06-26 20:00:00,2019-06-26 19:59:12,6800,7.491077,47.019987,524,523,37.7,385326.962605457,5208490.02099027,6800
2019-06-26 20:00:00,2019-06-26 19:57:33,6801,7.492222,47.019839,524,522,NA,385413.66063255,5208471.89836154,6801
2019-06-26 20:00:00,2019-06-26 19:59:26,6802,7.492131,46.983567,614,612,35.1,385329.145400622,5204441.35019714,6802
2019-06-26 20:00:00,2019-06-26 19:52:38,6803,7.440507,46.998225,575,575,33.4,381435.720792607,5206147.05001621,6803
2019-06-26 20:00:00,2019-06-26 19:59:45,6807,7.407225,46.873753,-999,783,NA,378624.428944939,5192366.35520312,6807
2019-06-26 20:00:00,2019-06-26 19:58:23,6808,7.419838,46.92396,592,590,34.1,379697.945769135,5197926.01155073,6808
2019-06-26 20:00:00,NA,6809,7.457709,46.961876,561,561,NA,382664.011236566,5202081.93542844,6809
2019-06-26 20:00:00,2019-06-26 19:56:20,6812,7.441151,46.998833,580,576,34.5,381486.02631441,5206213.63848565,6812
2019-06-26 20:00:00,NA,6813,7.403349,46.994925,604,591,NA,378603.267022132,5205837.26028122,6813
2019-06-26 20:00:00,2019-06-26 19:38:50,6819,7.47345,46.927853,-999,540,34.4,383787.930525463,5198277.76243815,6819
2019-06-26 20:00:00,2019-06-26 19:54:14,6821,7.476384,46.978063,555,557,32.2,384119.738013696,5203852.89577142,6821
2019-06-26 20:00:00,2019-06-26 19:54:38,6823,7.458784,46.985129,547,547,31.3,382796.618955808,5204664.27293519,6823
2019-06-26 20:00:00,2019-06-26 19:56:11,6824,7.545666,46.877001,-999,523,30.1,389180.700544693,5192522.48921222,6824
2019-06-26 20:00:00,2019-06-26 19:57:56,6827,7.4278609,46.9292341,581,583,29.9,380320.490881347,5198499.80468904,6827
2019-06-26 20:00:00,2019-06-26 19:52:46,6830,7.441103,46.935,519,521,30.6,381341.271270676,5199120.39931144,6830
2019-06-26 20:00:00,2019-06-26 19:56:28,6831,7.3914873165676,46.945963055649,556,556,34.8,377589.728898708,5200414.92165855,6831
2019-06-26 20:00:00,2019-06-26 19:57:41,6833,7.4937277060625,46.95330943829,571,571,32.8,385385.94174751,5201076.69823996,6833
2019-06-26 20:00:00,2019-06-26 19:55:24,6834,7.424508,46.980519,575,589,31.3,380179.807069076,5204203.84314364,6834
2019-06-26 20:00:00,2019-06-26 19:56:43,6838,7.424581,46.95384,557,556,33.3,380125.758041487,5201239.0835508,6838
2019-06-26 20:00:00,2019-06-26 19:59:40,6840,7.437608,46.9541,557,563,32.6,381117.546915438,5201248.13502523,6840
2019-06-26 20:00:00,2019-06-26 19:49:47,6842,7.454834,46.99823,530,563,32.8,382524.958894669,5206126.01818133,6842
2019-06-26 20:00:00,2019-06-26 19:53:45,6852,7.538521,46.899067,555,536,32.3,388681.932850749,5194984.61766425,6852
2019-06-26 20:00:00,2019-06-26 19:58:12,6853,7.435441,46.939872,528,529,36.3,380921.10697248,5199670.37194227,6853
2019-06-26 20:00:00,2019-06-26 20:01:03,6854,7.451518,46.960508,559,562,32.6,382190.010177763,5201939.20676717,6854
2019-06-26 20:00:00,2019-06-26 19:58:52,6857,7.4988874000001,46.968687,543,544,NA,385811.272076984,5202777.96827615,6857
2019-06-26 20:00:00,2019-06-26 20:01:18,6858,7.447626,46.928757,562,558,32.1,381824.040342832,5198416.81144129,6858
2019-06-26 20:00:00,2019-06-26 19:57:03,6859,7.441307,46.9814192,-999,496,34.3,381459.38258335,5204278.32216856,6859
2019-06-26 20:00:00,2019-06-26 19:51:40,6862,7.410202,46.9100879,668,668,NA,378933.095736049,5196399.34408259,6862
2019-06-26 20:00:00,2019-06-26 19:53:16,6865,7.483602,47.012494,552,552,33.6,384742.772134918,5207668.34340506,6865
2019-06-26 20:00:00,2019-06-26 19:56:57,6866,7.4580323,46.9619298,562,558,35.7,382688.724810487,5202087.42986475,6866
2019-06-26 20:00:00,2019-06-26 20:01:37,6870,7.423537,46.9809,589,586,30.8,380106.813207971,5204247.66649341,6870
2019-06-26 20:00:00,2019-06-26 19:59:51,6872,7.434896,46.924704,635,631,31.6,380845.983652657,5197985.69664515,6872
2019-06-26 20:00:00,2019-06-26 20:01:01,6873,7.5016915,46.978699,623,619,36.3,386045.848805102,5203886.45255405,6873
2019-06-26 20:00:00,2019-06-26 19:57:05,6874,7.458465,46.955643,564,563,32.1,382707.903055705,5201388.17499876,6874
2019-06-26 20:00:00,2019-06-26 19:50:30,6877,7.42806,46.92859,598,600,36.3,380334.212337684,5198427.92700573,6877
2019-06-26 20:00:00,2019-06-26 19:52:07,6880,7.490526,46.972933,-999,557,32.4,385184.32419445,5203262.01502702,6880
2019-06-26 20:00:00,2019-06-26 19:54:49,6883,7.484818,46.960169,554,552,34.8,384722.737625581,5201852.01911983,6883
2019-06-26 20:00:00,2019-06-26 19:57:49,6885,7.428068,46.946689,538,540,32.5,380375.145272448,5200439.11881895,6885
2019-06-26 20:00:00,2019-06-26 20:00:29,6886,7.46186,46.983763,542,543,NA,383027.552522201,5204507.88127122,6886
2019-06-26 20:00:00,2019-06-26 19:57:01,6887,7.4327622000001,46.9379496,540,540,32.9,380712.956020174,5199460.82238121,6887
2019-06-26 20:00:00,2019-06-26 19:52:33,6892,7.464355,46.965649,-999,556,36.1,383177.839764541,5202491.27384718,6892
2019-06-26 20:00:00,NA,6897,7.447872,47.001315,-999,576,NA,382002.458168933,5206479.29963089,6897
2019-06-26 20:00:00,2019-06-26 19:51:51,6900,7.435748,46.956348,562,565,32.7,380981.007240507,5201500.76165463,6900
2019-06-26 20:00:00,2019-06-26 19:52:10,6904,7.4810364,46.9728053,576,529,31.2,384462.249572548,5203261.7728598,6904
2019-06-26 20:00:00,2019-06-26 19:52:07,6906,7.4311358,46.9384338,-999,544,31.1,380590.244704678,5199517.10363722,6906
2019-06-26 20:00:00,2019-06-26 19:58:14,6912,7.417102,46.972069,-999,485,31.2,379597.601778251,5203276.20625555,6912
2019-06-26 20:00:00,2019-06-26 19:52:44,6913,7.502603,46.88372,524,524,31.6,385913.621521436,5193330.82106173,6913
2019-06-26 20:00:00,NA,6915,7.4986483,46.9722062,579,575,NA,385800.576667782,5203169.38155398,6915
2019-06-26 20:00:00,2019-06-26 19:54:57,6919,7.474028,46.94648,566,575,NA,383872.217473141,5200346.78548253,6919
2019-06-26 20:00:00,2019-06-26 19:55:34,6921,7.468039,46.950988,575,583,34.4,383426.246596748,5200856.61596497,6921
2019-06-26 20:00:00,2019-06-26 19:53:32,6925,7.3945322,46.9501164,560,573,30.9,377830.897762634,5200871.70131887,6925
2019-06-26 20:00:00,2019-06-26 19:58:09,6926,7.534615,46.929496,603,600,33.4,388447.59783898,5198371.50833685,6926
2019-06-26 20:00:00,2019-06-26 19:57:45,6928,7.4969515,46.8978,520,520,35.8,385513.012553993,5194903.64731506,6928
2019-06-26 20:00:00,2019-06-26 19:53:02,6930,7.4458447,46.9555802,543,544,36,381747.528791112,5201400.1592963,6930
2019-06-26 20:00:00,2019-06-26 19:52:41,6931,7.4275652,46.9220007,637,637,32.4,380281.863288144,5197696.46497568,6931
2019-06-26 20:00:00,2019-06-26 19:52:58,6934,7.5088548660278,46.931882912494,566,568,32.5,386491.681130044,5198673.71592903,6934
2019-06-26 20:00:00,2019-06-26 19:58:44,6941,7.5242920000001,46.95858,562,560,36.1,387722.607476883,5201618.14166741,6941
2019-06-26 20:00:00,2019-06-26 19:52:33,6942,7.4970367,46.9412305,609,558,30.5,385611.988895043,5199729.61974095,6942
2019-06-26 20:00:00,2019-06-26 19:54:23,6943,7.428026,46.954736,558,561,32.7,380389.881876644,5201333.38662902,6943
2019-06-26 20:00:00,2019-06-26 19:57:38,6944,7.4808611999999,46.9549059,558,557,32.1,384410.367495318,5201272.9954078,6944
2019-06-26 20:00:00,2019-06-26 19:57:18,6945,7.450103,47.018766,559,554,36.9,382210.443457861,5208415.16182145,6945
2019-06-26 20:00:00,NA,6948,7.422607,46.973454,498,495,NA,380019.428123244,5203421.66762889,6948
2019-06-26 20:00:00,2019-06-26 19:57:25,6956,7.495994030891,46.897851525541,519,521,35.8,385440.193119939,5194910.77056668,6956
2019-06-26 20:00:00,2019-06-26 19:54:02,6957,7.489371,47.020132,525,522,33,385197.625333789,5208508.63390214,6957
2019-06-26 20:00:00,2019-06-26 19:56:35,6960,7.4151792375733,47.006096914618,612,611,NA,379527.849908781,5207060.45542453,6960
2019-06-26 20:00:00,NA,6961,7.419095,46.935688,-999,553,NA,379667.655503616,5199230.3929172,6961
2019-06-26 20:00:00,2019-06-26 19:54:16,6971,7.454115,46.947734,535,533,35.3,382359.59336884,5200515.82401752,6971
2019-06-26 20:00:00,2019-06-26 19:58:23,6975,7.49361,46.898351,-999,519,35.6,385259.670419879,5194969.75699734,6975
2019-06-26 20:00:00,2019-06-26 20:00:29,6976,7.412093,46.94328,552,552,NA,379151.786708181,5200084.80395101,6976
2019-06-26 20:00:00,2019-06-26 19:57:55,6983,7.39566,46.885743,737,734,31.6,377770.384536942,5193716.6488277,6983
2019-06-26 20:00:00,2019-06-26 19:51:55,6987,7.455359,46.956207,564,565,32.2,382472.813116597,5201455.50087751,6987
2019-06-26 20:00:00,NA,6988,7.504165,46.933265,562,563,NA,386137.616357787,5198834.09665841,6988
2019-06-26 20:00:00,2019-06-26 20:00:36,6995,7.4230158960055,46.97374169685,500,495,32.3,380051.172695142,5203453.01135117,6995
2019-06-26 20:00:00,2019-06-26 19:59:30,6996,7.497794,46.901164,517,515,31.6,385584.342481717,5195276.23241653,6996
2019-06-26 20:00:00,2019-06-26 19:56:33,6999,7.456096,46.987862,526,512,38,382598.195770903,5204971.99790875,6999
2019-06-26 20:00:00,2019-06-26 19:54:45,7004,7.463844,46.92104,563,564,35.3,383041.833307359,5197534.9671086,7004
2019-06-26 20:00:00,2019-06-26 19:59:58,7007,7.5074000358582,46.893299102783,-999,515,30.7,386299.34935066,5194388.30505066,7007
2019-06-26 20:00:00,2019-06-26 19:51:39,7013,7.4864001274109,46.926601409912,-999,529,35.5,384771.088530679,5198119.57237548,7013
2019-06-26 20:00:00,2019-06-26 19:58:54,7014,7.5089998245239,46.933101654053,-999,563,33.8,386505.290671406,5198808.93579327,7014
2019-06-26 20:00:00,2019-06-26 19:52:20,7024,7.4145002365112,46.925800323486,436,575,30.2,379295.708772921,5198138.71447063,7024
